day,user_id,action,reward,penalty,reward_eff,observed_signal,comp_sleep,comp_activity,comp_diet,comp_habit,comp_water,dropped_out,agent
1,9,walk_30,3.139298315100836,17.0,-13.860701684899164,-18.7109170097476,0,0,0,0,0,0,Q
1,10,no_tobacco_alcohol,3.00206365141502,17.0,-13.99793634858498,-17.486032756247955,0,0,0,0,0,0,Q
1,11,sleep_early,3.251240391641655,17.0,-13.748759608358345,-16.531953012351288,0,0,0,0,0,0,Q
1,12,drink_water_8,3.427059508053256,17.0,-13.572940491946744,-11.404914199900041,0,0,0,0,0,0,Q
1,13,sleep_early,5.710572393921933,13.0,-7.289427606078067,-6.70191906798596,1,0,0,0,0,0,Q
1,14,sleep_early,2.7611544518357527,17.0,-14.238845548164248,-13.773240829108019,0,0,0,0,0,0,Q
1,15,walk_30,3.0346520416847893,17.0,-13.96534795831521,-14.766983588798645,0,0,0,0,0,0,Q
1,16,eat_veg_400,3.440039828221791,17.0,-13.559960171778208,-16.246507836938676,1,0,0,0,0,0,Q
1,17,walk_30,5.971558298307298,13.0,-7.028441701692702,-6.698403956314248,1,0,0,0,0,0,Q
1,18,eat_veg_400,4.2866163653141935,15.5,-11.213383634685806,-8.916067869504413,0,0,0,0,0,0,Q
1,19,sleep_early,5.864037351203812,13.0,-7.135962648796188,-6.92633099365431,1,0,0,0,0,0,Q
1,20,walk_30,5.187434661709991,13.5,-8.312565338290009,-5.931740242489111,1,1,0,0,0,0,Q
1,21,sleep_early,2.7579665674363434,17.0,-14.242033432563657,-13.287377468084854,0,0,0,0,0,0,Q
1,22,meditate_10,3.1857397465063393,17.0,-13.81426025349366,-15.604345860415506,0,0,0,0,0,0,Q
1,23,eat_veg_400,3.2695128166073415,17.0,-13.730487183392658,-12.969227052696073,0,0,0,0,0,0,Q
1,24,no_tobacco_alcohol,6.2442139149518034,12.0,-5.7557860850481966,-5.990152256771432,0,0,0,1,0,0,Q
2,0,no_tobacco_alcohol,3.068217942314117,17.0,-13.931782057685883,-12.172117742326247,0,0,0,0,0,0,Q
2,1,no_tobacco_alcohol,6.284822028280129,12.0,-5.715177971719871,-3.4139509233832115,0,0,0,1,0,0,Q
2,2,no_tobacco_alcohol,5.947523957594072,12.0,-6.052476042405928,-6.417429051732486,0,0,0,1,0,0,Q
2,3,sleep_early,8.080742929085314,8.0,0.08074292908531433,0.2884227362244003,0,0,0,0,0,0,Q
2,4,eat_veg_400,5.879618646005301,13.0,-7.120381353994699,-7.623074611608559,1,0,0,0,0,0,Q
2,5,no_tobacco_alcohol,5.168742235067299,12.0,-6.831257764932701,-7.470764641131627,0,0,0,1,0,0,Q
2,6,no_tobacco_alcohol,5.484299444413213,12.0,-6.515700555586787,-6.442638060288809,0,0,0,0,0,0,Q
2,7,no_tobacco_alcohol,5.509175266888663,12.0,-6.490824733111337,-5.631070086187332,0,0,0,1,0,0,Q
2,8,no_tobacco_alcohol,5.756256226894429,13.0,-7.243743773105571,-6.105189006801718,1,0,0,0,0,0,Q
2,9,no_tobacco_alcohol,6.335169355269844,12.0,-5.664830644730156,-6.335983441338334,0,0,0,1,0,0,Q
2,10,sleep_early,5.295424521119306,12.0,-6.704575478880694,-5.142703311209768,0,0,0,1,0,0,Q
2,11,sleep_early,3.2184221482728894,17.0,-13.78157785172711,-13.485862187925024,1,0,0,0,0,0,Q
2,12,no_tobacco_alcohol,6.449572153488685,12.0,-5.550427846511315,-6.059445301819123,0,0,0,1,0,0,Q
2,13,no_tobacco_alcohol,3.2748430062280796,17.0,-13.72515699377192,-12.091296420592938,0,0,0,0,0,0,Q
2,14,walk_30,5.234722202209143,13.5,-8.265277797790857,-9.462123758940217,0,0,0,0,0,0,Q
2,15,no_tobacco_alcohol,6.028427253198657,12.0,-5.971572746801343,-7.664522731213353,0,0,0,1,0,0,Q
2,16,no_tobacco_alcohol,6.619832347881951,12.0,-5.380167652118049,-6.409767232934264,0,0,0,1,0,0,Q
2,17,sleep_early,5.660608596896099,13.5,-7.839391403103901,-6.547856529049066,1,0,0,0,0,0,Q
2,18,no_tobacco_alcohol,3.419960667822701,17.0,-13.5800393321773,-15.729262599997542,0,0,0,0,0,0,Q
2,19,meditate_10,6.149188886772848,13.0,-6.850811113227152,-6.524121569614541,1,0,0,0,0,0,Q
2,20,eat_veg_400,5.1634146374224255,13.5,-8.336585362577575,-7.386719589616417,0,1,0,0,0,0,Q
2,21,drink_water_8,5.89783127525129,13.0,-7.10216872474871,-8.522384100855506,0,0,0,0,0,0,Q
2,22,no_tobacco_alcohol,6.149880025407796,12.0,-5.850119974592204,-7.463465876166192,0,0,0,1,0,0,Q
2,23,no_tobacco_alcohol,6.280435866175528,12.0,-5.719564133824472,-4.244739678754814,0,0,0,1,0,0,Q
2,24,sleep_early,8.223419704563476,8.0,0.22341970456347582,0.16043425413333726,0,0,0,1,0,0,Q
3,0,no_tobacco_alcohol,3.244313628543324,17.0,-13.755686371456676,-12.953920313112635,0,0,0,0,0,0,Q
3,1,sleep_early,3.2290137117131934,17.0,-13.770986288286807,-13.533741665353569,0,0,0,0,0,0,Q
3,2,no_tobacco_alcohol,2.6535954963596082,17.0,-14.346404503640391,-13.905220774516147,0,0,0,0,0,0,Q
3,3,meditate_10,5.7886417461394775,13.0,-7.2113582538605225,-7.110782255325884,0,0,0,0,0,0,Q
3,4,walk_30,3.2989295188098717,17.0,-13.70107048119013,-16.00294778282039,0,0,0,0,0,0,Q
3,5,walk_30,7.883033191042832,8.5,-0.6169668089571676,-0.7083948812111452,0,0,0,1,0,0,Q
3,6,no_tobacco_alcohol,2.552399456488204,17.0,-14.447600543511797,-14.037570480995509,0,0,0,0,0,0,Q
3,7,eat_veg_400,5.566978020893909,13.0,-7.433021979106091,-7.281472434760921,1,0,0,0,0,0,Q
3,8,no_tobacco_alcohol,8.721502823813498,8.0,0.7215028238134984,0.5970766899811958,1,0,0,1,0,0,Q
3,9,eat_veg_400,6.419581570166495,12.0,-5.580418429833505,-5.889243896593046,0,0,0,1,0,0,Q
3,10,no_tobacco_alcohol,5.857965055961505,12.0,-6.142034944038495,-5.38059378608867,0,0,0,1,0,0,Q
3,11,drink_water_8,3.3136070248496994,17.0,-13.686392975150302,-15.699256678415892,0,0,0,0,0,0,Q
3,12,meditate_10,6.533553393409257,12.0,-5.466446606590743,-4.421007239076595,0,0,0,1,0,0,Q
3,13,drink_water_8,6.357661263582119,12.0,-5.642338736417881,-6.329969303099892,0,0,0,1,0,0,Q
3,14,sleep_early,5.15714784744589,13.0,-7.84285215255411,-6.694610694036923,1,0,0,0,0,0,Q
3,15,walk_30,2.935110999402439,17.0,-14.06488900059756,-14.892279338007617,0,0,0,0,0,0,Q
3,16,walk_30,6.644502399068426,12.0,-5.355497600931574,-5.136094832987104,0,0,0,1,0,0,Q
3,17,no_tobacco_alcohol,6.020224605779011,13.0,-6.979775394220989,-5.981600297710174,1,0,0,0,0,0,Q
3,18,sleep_early,8.878761011343055,8.0,0.8787610113430553,0.7922707448316096,0,0,0,1,0,0,Q
3,19,no_tobacco_alcohol,5.859248941009918,13.0,-7.140751058990082,-7.813563769590627,1,0,0,0,0,0,Q
3,20,no_tobacco_alcohol,7.374323175936064,8.5,-1.1256768240639357,-1.1021224086442571,0,1,0,1,0,0,Q
3,21,drink_water_8,5.803007194234503,13.0,-7.196992805765497,-5.337562313407038,0,0,0,0,0,0,Q
3,22,sleep_early,7.970844298722612,8.0,-0.029155701277388424,-0.0034357812741670248,1,0,0,1,0,0,Q
3,23,sleep_early,2.5117226790699774,17.0,-14.488277320930022,-15.310363643206118,0,0,0,0,0,0,Q
3,24,walk_30,10.7176464247427,4.5,6.2176464247427,5.660822108089625,1,0,0,1,0,0,Q
4,0,no_tobacco_alcohol,6.2087473814336285,12.0,-5.7912526185663715,-6.026906447762164,0,0,0,1,0,0,Q
4,1,no_tobacco_alcohol,3.2619139613346366,17.0,-13.738086038665363,-15.41606654082183,0,0,0,0,0,0,Q
4,2,sleep_early,5.7519965015308046,12.0,-6.2480034984691954,-6.285728535992725,0,0,0,1,0,0,Q
4,3,no_tobacco_alcohol,3.229187313891957,17.0,-13.770812686108043,-12.626267893647743,0,0,0,0,0,0,Q
4,4,sleep_early,3.321851803947472,17.0,-13.678148196052529,-15.516551253243026,0,0,0,0,0,0,Q
4,5,sleep_early,7.673620340104972,8.5,-0.8263796598950277,-0.5412115502048866,0,0,0,1,0,0,Q
4,6,meditate_10,6.323934892760683,12.0,-5.676065107239317,-5.25764359976475,0,0,0,1,0,0,Q
4,7,eat_veg_400,5.313668257858689,13.0,-7.686331742141311,-8.736077169664101,1,0,0,0,0,0,Q
4,8,eat_veg_400,8.758403041027819,8.0,0.7584030410278189,0.7250313210328401,1,0,0,1,0,0,Q
4,9,eat_veg_400,6.43027119515713,12.0,-5.56972880484287,-4.892149742527046,0,0,0,1,0,0,Q
4,10,drink_water_8,5.72771669187631,12.0,-6.27228330812369,-5.991391693919174,0,0,0,1,0,0,Q
4,11,no_tobacco_alcohol,6.454767482856292,12.0,-5.545232517143708,-5.578833424879222,0,0,0,1,0,0,Q
4,12,walk_30,8.591190410085826,8.5,0.09119041008582585,0.15222641896432063,0,0,0,0,0,0,Q
4,13,no_tobacco_alcohol,6.4767591681430545,12.0,-5.5232408318569455,-5.533429926464963,0,0,0,1,0,0,Q
4,14,no_tobacco_alcohol,3.2661050814339116,17.0,-13.733894918566088,-13.8317436572827,0,0,0,0,0,0,Q
4,15,meditate_10,2.8638199019834185,17.0,-14.136180098016581,-14.156672798050868,0,0,0,0,0,0,Q
4,16,walk_30,6.818683346547721,12.0,-5.181316653452279,-4.673159108367257,0,0,0,1,0,0,Q
4,17,no_tobacco_alcohol,5.994905682142186,13.0,-7.005094317857814,-6.547394151835984,1,0,0,0,0,0,Q
4,18,sleep_early,6.21786191883744,12.0,-5.78213808116256,-5.736118640082357,0,0,0,1,0,0,Q
4,19,walk_30,8.966257365350891,8.0,0.9662573653508915,1.1133522426173816,1,0,0,1,0,0,Q
4,20,meditate_10,5.051750456625578,13.5,-8.448249543374422,-7.894827633985316,0,1,0,0,0,0,Q
4,21,eat_veg_400,7.652324014161294,10.0,-2.3476759858387064,-2.584706429194908,0,0,1,0,0,0,Q
4,22,meditate_10,6.092878204271965,12.0,-5.907121795728035,-5.9376981015040995,0,0,0,1,0,0,Q
4,23,drink_water_8,2.856443803437077,17.0,-14.143556196562923,-14.814136765075741,0,0,0,0,0,0,Q
4,24,walk_30,10.739639545764957,4.5,6.239639545764957,5.096502404318331,1,0,0,1,0,0,Q
5,0,eat_veg_400,3.1134834825667674,17.0,-13.886516517433233,-13.689228864005369,0,0,0,0,0,0,Q
5,1,sleep_early,3.499609482051948,17.0,-13.500390517948052,-13.932929345212463,0,0,0,0,0,0,Q
5,2,eat_veg_400,5.5,12.0,-6.5,-5.686042211337358,1,0,0,1,0,0,Q
5,3,eat_veg_400,5.8112127459827265,13.0,-7.1887872540172735,-7.016256849695967,1,0,0,0,0,0,Q
5,4,meditate_10,3.382407724198664,17.0,-13.617592275801336,-13.406951612058887,0,0,0,0,0,0,Q
5,5,eat_veg_400,7.939745197011425,9.0,-1.0602548029885748,-1.2782487435102392,0,0,1,1,0,0,Q
5,6,eat_veg_400,6.372495837135472,12.0,-5.627504162864528,-6.37537476184241,0,0,0,1,0,0,Q
5,7,eat_veg_400,5.148974329481657,13.0,-7.851025670518343,-7.3582624069914635,1,0,0,0,0,0,Q
5,8,walk_30,8.928601134845882,8.0,0.9286011348458825,0.8443640425684779,1,0,0,1,0,0,Q
5,9,walk_30,8.393954221362288,9.0,-0.6060457786377125,-0.6265942152918038,0,0,0,1,0,0,Q
5,10,no_tobacco_alcohol,5.610112565183682,12.0,-6.389887434816318,-6.051536971193335,0,0,0,1,0,0,Q
5,11,walk_30,5.582951658219015,13.5,-7.917048341780985,-9.759179830613526,0,1,0,0,0,0,Q
5,12,drink_water_8,6.472003982248351,12.0,-5.527996017751649,-6.492636580983339,0,0,0,1,0,0,Q
5,13,sleep_early,6.377925972545201,12.0,-5.622074027454799,-5.781620208114213,0,0,0,1,0,0,Q
5,14,walk_30,3.019256391459394,17.0,-13.980743608540607,-15.891172620898688,0,0,0,0,0,0,Q
5,15,walk_30,4.943379208755007,13.5,-8.556620791244992,-9.768516446568292,0,0,0,0,0,0,Q
5,16,eat_veg_400,6.763743722213935,12.0,-5.236256277786065,-4.730023948998857,0,0,0,1,0,0,Q
5,17,walk_30,8.82377706599334,8.0,0.8237770659933403,1.00512859582849,1,0,0,0,0,0,Q
5,18,drink_water_8,6.365873891063595,12.0,-5.634126108936405,-4.429280636422182,0,0,0,1,0,0,Q
5,19,walk_30,8.913510673053025,8.0,0.9135106730530254,0.8737638735246591,1,0,0,1,0,0,Q
5,20,drink_water_8,4.934091968707996,13.5,-8.565908031292004,-9.665430230800936,0,0,0,0,0,0,Q
5,21,eat_veg_400,5.597447308492721,13.0,-7.402552691507279,-7.271509782595108,1,0,0,0,0,0,Q
5,22,meditate_10,6.086480691809534,12.0,-5.913519308190466,-4.829420828459604,0,0,0,1,0,0,Q
5,23,no_tobacco_alcohol,5.8860971820442,12.0,-6.1139028179558,-6.3772067595817665,0,0,0,1,0,0,Q
5,24,walk_30,10.631645450129806,4.5,6.131645450129806,4.902303045464934,1,1,0,1,0,0,Q
6,0,no_tobacco_alcohol,6.128192094236931,12.0,-5.871807905763069,-5.669615769246238,0,0,0,1,0,0,Q
6,1,no_tobacco_alcohol,3.4822168177912163,17.0,-13.517783182208785,-10.789591126927343,0,0,0,0,0,0,Q
6,2,sleep_early,7.595866992116214,9.0,-1.404133007883786,-1.1753347110552053,0,0,0,1,0,0,Q
6,3,no_tobacco_alcohol,5.659907435684463,13.0,-7.340092564315537,-6.15742244932878,1,0,0,0,0,0,Q
6,4,no_tobacco_alcohol,6.214886188171813,12.0,-5.785113811828187,-5.445211171455004,0,0,0,1,0,0,Q
6,5,no_tobacco_alcohol,2.111589248373071,17.0,-14.888410751626928,-15.015630018602732,0,0,0,0,0,0,Q
6,6,no_tobacco_alcohol,5.6414414171805785,12.0,-6.3585585828194215,-5.50806902535967,0,0,0,1,0,0,Q
6,7,meditate_10,5.130490398111567,13.0,-7.869509601888433,-7.830822733573328,1,0,0,0,0,0,Q
6,8,walk_30,8.953575972960145,8.0,0.9535759729601452,1.0660768271506975,1,0,0,1,0,0,Q
6,9,sleep_early,4.650106828637224,14.0,-9.349893171362776,-7.860800753420987,0,0,0,0,0,0,Q
6,10,sleep_early,5.04638410510125,12.0,-6.95361589489875,-7.473674778803135,0,0,0,1,0,0,Q
6,11,no_tobacco_alcohol,6.641025616627146,12.0,-5.358974383372854,-6.129076612672172,0,0,0,1,0,0,Q
6,12,eat_veg_400,6.319243083045038,12.0,-5.680756916954962,-5.195257628339017,0,0,0,1,0,0,Q
6,13,meditate_10,6.312111817899666,12.0,-5.687888182100334,-5.572558080255278,0,0,0,1,0,0,Q
6,14,sleep_early,4.969360161273785,13.0,-8.030639838726215,-6.457072758661189,1,0,0,0,0,0,Q
6,15,no_tobacco_alcohol,2.7820370749441192,17.0,-14.21796292505588,-14.112320155821688,0,0,0,0,0,0,Q
6,16,drink_water_8,6.59718337233908,12.0,-5.40281662766092,-5.840745943923499,0,0,0,1,0,0,Q
6,17,walk_30,8.980854625551,8.0,0.9808546255510002,1.042061187030427,1,0,0,1,0,0,Q
6,18,no_tobacco_alcohol,6.347905614002753,12.0,-5.652094385997247,-4.924440563982487,1,0,0,1,0,0,Q
6,19,sleep_early,10.953894124877065,4.5,6.453894124877065,6.236840689580861,1,1,0,1,0,0,Q
6,20,no_tobacco_alcohol,7.268183940042617,8.5,-1.2318160599573833,-1.3558010894609085,0,0,0,1,0,0,Q
6,21,sleep_early,6.999861438172108,10.0,-3.0001385618278924,-3.0484909917991874,1,0,0,0,0,0,Q
6,22,no_tobacco_alcohol,6.170790591517088,12.0,-5.829209408482912,-6.730789374533902,0,0,0,1,0,0,Q
6,23,no_tobacco_alcohol,2.9153355951893856,17.0,-14.084664404810614,-13.53326937345623,0,0,0,0,0,0,Q
6,24,sleep_early,7.643720603731558,8.5,-0.8562793962684419,-0.9804583565362369,0,1,0,1,0,0,Q
7,0,walk_30,3.249257845940858,17.0,-13.750742154059143,-12.370883663867875,0,0,0,0,0,0,Q
7,1,eat_veg_400,3.424088669992015,17.0,-13.575911330007985,-17.174787413662102,0,0,0,0,0,0,Q
7,2,walk_30,7.662512698452643,8.5,-0.8374873015473572,-1.0250197054315773,0,0,0,1,0,0,Q
7,3,drink_water_8,5.641518523827473,13.0,-7.358481476172527,-5.544684232407169,1,0,0,0,0,1,Q
7,4,drink_water_8,3.123167700705139,17.0,-13.876832299294861,-13.401240969758906,0,0,0,0,0,0,Q
7,5,walk_30,7.707833183454492,8.5,-0.7921668165455076,-0.973439147185869,0,1,0,1,0,1,Q
7,6,walk_30,6.482997147453868,12.0,-5.517002852546132,-4.507035558665974,0,0,0,0,0,0,Q
7,7,no_tobacco_alcohol,4.528244541291812,13.0,-8.471755458708188,-6.687201839546659,0,0,0,0,0,1,Q
7,8,walk_30,9.027015470555721,8.0,1.027015470555721,0.7612883144739702,1,0,0,1,0,0,Q
7,9,no_tobacco_alcohol,3.1115956519117463,17.0,-13.888404348088255,-14.310833139249151,0,0,0,0,0,0,Q
7,10,eat_veg_400,5.513267948481783,12.0,-6.486732051518217,-7.396793919134902,0,0,0,1,0,0,Q
7,11,no_tobacco_alcohol,6.726878155335108,12.0,-5.273121844664892,-5.695137926926303,0,0,0,1,0,0,Q
7,12,sleep_early,6.430205255731323,12.0,-5.569794744268677,-5.039066656604149,0,0,0,1,0,0,Q
7,13,drink_water_8,6.59196085188476,12.0,-5.40803914811524,-7.24074548024689,0,0,0,1,0,0,Q
7,14,eat_veg_400,5.462542602309573,13.0,-7.537457397690427,-6.534289572566751,0,0,0,0,0,1,Q
7,15,sleep_early,2.749775307486685,17.0,-14.250224692513315,-16.196411914218434,0,0,0,0,0,0,Q
7,16,meditate_10,6.385428454922857,12.0,-5.614571545077143,-6.43345821178347,0,0,0,1,0,0,Q
7,17,sleep_early,6.397655988397631,12.0,-5.602344011602369,-6.15047721224682,1,0,0,1,0,0,Q
7,18,eat_veg_400,6.281785647168872,12.0,-5.718214352831128,-6.134235152953194,0,0,0,1,0,1,Q
7,19,sleep_early,8.46840572452432,8.5,-0.03159427547567972,0.1458490308876251,0,0,0,1,0,0,Q
7,20,no_tobacco_alcohol,5.251010231258112,12.0,-6.748989768741888,-7.461728404592165,0,0,0,1,0,0,Q
7,21,meditate_10,3.0678590146524725,17.0,-13.932140985347527,-10.754275154495247,0,0,0,0,0,0,Q
7,22,sleep_early,8.042094562855075,8.0,0.04209456285507507,0.10929561280317546,0,0,0,1,0,0,Q
7,23,sleep_early,5.143663634624611,12.0,-6.856336365375389,-4.192554887173751,0,0,0,1,0,1,Q
7,24,walk_30,10.568625287575777,4.5,6.068625287575777,6.314721984907602,1,1,0,1,0,0,Q
8,0,walk_30,3.33523266911977,17.0,-13.664767330880231,-12.424650148761474,0,0,0,0,0,0,Q
8,1,eat_veg_400,5.487774079224765,14.0,-8.512225920775235,-7.4934980856013365,0,0,0,0,0,0,Q
8,2,drink_water_8,5.685066593800566,12.0,-6.314933406199434,-6.588541636116987,0,0,0,1,0,0,Q
8,3,sleep_early,5.080511065808945,13.0,-7.919488934191055,-6.870477831773956,1,0,0,0,0,1,Q
8,4,drink_water_8,3.0276359423404493,17.0,-13.97236405765955,-13.521688369034774,0,0,0,0,0,0,Q
8,5,no_tobacco_alcohol,6.75,8.5,-1.75,-1.722565065530097,0,0,0,1,0,1,Q
8,6,meditate_10,6.38818483714001,12.0,-5.61181516285999,-5.495206734165143,0,0,0,1,0,0,Q
8,7,meditate_10,5.368756195220039,13.0,-7.631243804779961,-7.977410381748896,0,0,0,0,0,1,Q
8,8,walk_30,8.810359087107518,8.0,0.8103590871075177,0.9109523961202378,1,0,0,1,0,0,Q
8,9,no_tobacco_alcohol,6.029111857631157,12.0,-5.970888142368843,-5.563097602427136,0,0,0,1,0,0,Q
8,10,eat_veg_400,5.5100266676739205,12.0,-6.4899733323260795,-5.806391341712905,0,0,0,1,0,0,Q
8,11,no_tobacco_alcohol,6.698397067031252,12.0,-5.301602932968748,-4.789865283140156,0,0,0,1,0,0,Q
8,12,no_tobacco_alcohol,6.537384185761502,12.0,-5.462615814238498,-5.284422504766178,0,0,0,1,0,0,Q
8,13,sleep_early,6.599070746406415,12.0,-5.400929253593585,-5.545675047923481,0,0,0,1,0,0,Q
8,14,walk_30,5.454016694889962,13.0,-7.545983305110038,-5.414324253700267,1,0,0,0,0,1,Q
8,15,no_tobacco_alcohol,2.8328938220841438,17.0,-14.167106177915857,-10.549410870158987,0,0,0,0,0,0,Q
8,16,meditate_10,6.563609755857268,12.0,-5.436390244142732,-5.845479756727812,0,0,0,1,0,0,Q
8,17,walk_30,10.758079839211701,4.5,6.258079839211701,6.788045826045156,1,0,0,1,0,0,Q
8,18,drink_water_8,6.23459117442399,12.0,-5.76540882557601,-7.0374791133751815,0,0,0,1,0,1,Q
8,19,eat_veg_400,6.457626043843115,12.0,-5.542373956156885,-5.535667606566255,0,0,0,1,0,0,Q
8,20,sleep_early,8.018329266849769,8.0,0.018329266849768544,0.02581741912093645,1,0,0,1,0,0,Q
8,21,eat_veg_400,5.131827092241188,14.0,-8.868172907758812,-9.281379979120683,0,0,1,0,0,0,Q
8,22,sleep_early,7.696602129782507,8.0,-0.3033978702174931,-0.16234241692399845,0,0,0,1,0,0,Q
8,23,drink_water_8,8.190880358291517,8.0,0.19088035829151728,0.08147165813599118,0,0,0,1,0,1,Q
8,24,walk_30,10.41386218086176,4.5,5.913862180861759,6.400378929438232,1,1,0,1,0,0,Q
9,0,eat_veg_400,2.9858310697458497,17.0,-14.01416893025415,-12.260281209563955,0,0,0,0,0,0,Q
9,1,eat_veg_400,3.300986987129469,17.0,-13.69901301287053,-11.369450989671563,0,0,0,0,0,0,Q
9,2,sleep_early,5.6940222231088224,12.0,-6.3059777768911776,-7.686785123708702,0,0,0,1,0,0,Q
9,3,no_tobacco_alcohol,3.186926947070872,17.0,-13.813073052929127,-17.04267354312624,0,0,0,0,0,1,Q
9,4,sleep_early,2.910966058898879,17.0,-14.089033941101121,-14.25083425314442,0,0,0,0,0,0,Q
9,5,eat_veg_400,5.5,12.0,-6.5,-6.13690956813405,0,0,0,1,0,1,Q
9,6,sleep_early,6.551743390935428,12.0,-5.448256609064572,-4.913491951669094,0,0,0,1,0,0,Q
9,7,meditate_10,5.435242820123415,13.0,-7.564757179876585,-6.597754822070087,1,0,0,0,0,1,Q
9,8,walk_30,8.852473517361698,8.0,0.8524735173616982,0.9839358223313941,0,0,0,1,0,0,Q
9,9,sleep_early,5.494491450876444,12.0,-6.505508549123556,-8.425768902473802,0,0,0,0,0,0,Q
9,10,meditate_10,5.530404245436696,12.0,-6.469595754563304,-6.9682626211565255,0,0,0,1,0,0,Q
9,11,drink_water_8,6.686178393640006,12.0,-5.313821606359994,-4.5549946931325325,0,0,0,1,0,0,Q
9,12,walk_30,8.476214131210217,8.5,-0.023785868789783393,0.01807758396881782,0,0,0,1,0,0,Q
9,13,walk_30,6.766707811415199,12.0,-5.233292188584801,-4.83207341284163,0,0,0,1,0,0,Q
9,14,sleep_early,5.113563872906429,13.0,-7.886436127093571,-8.074368746304915,1,0,0,0,0,1,Q
9,15,no_tobacco_alcohol,5.8798815074331845,12.0,-6.1201184925668155,-6.954072518484328,0,0,0,1,0,0,Q
9,16,walk_30,6.574734563974736,12.0,-5.425265436025264,-5.815674504439304,0,0,0,1,0,0,Q
9,17,walk_30,8.886847725775997,8.0,0.886847725775997,0.9422281350914227,1,0,0,1,0,0,Q
9,18,drink_water_8,6.184144201042587,12.0,-5.815855798957413,-5.845154604856176,0,0,0,1,0,1,Q
