date,day,user_id,action,reward,penalty,observed,sleep_hours,activity_min,diet_fv_g,abstain,stress_level,water_glasses,screen_time_hours,social_minutes,mindfulness_min,eco_anxiety,air_quality_index,noise_db,light_pollution_lux,heatwave,flood,sleep,activity,diet,habit,water,mental_health,screen,social,eco_safe,air_quality,noise,light,heatwave_safe,flood_safe
2023-01-02,2,11,sleep_early,3.8073073669916764,28.9,-25.091917164761636,5.4808563974909275,0,34,0,7.269291765366935,1,3.1476170200903906,13,0,7.1510830042270115,57,68.73392467773466,6.770390022801409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023-01-02,2,12,sleep_early,9.744983529075736,18.9,-9.697991183688348,7.771739292712049,25,32,0,5.394985110165467,0,4.170728266031701,0,0,4.221682541228383,56,70.92873657757573,7.6139918522956,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
2023-01-02,2,13,walk_30,3.8539449312950937,28.9,-24.194495163660193,6.4813907938789415,12,0,0,7.996828468659999,2,3.937143454764549,0,0,5.717762707002125,75,72.25772040825889,8.066994092027796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023-01-02,2,14,meditate_10,7.456067032963293,22.9,-14.232317852449428,6.1989125015474364,0,24,0,4.4567077875467005,1,3.7170010329723624,0,0,4.280030677079572,57,55.4715188930364,7.254109954246402,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
2023-01-02,2,15,no_tobacco_alcohol,11.723864183023528,15.399999999999999,-3.503294842241004,6.547405926038691,0,0,1,5.27988066117685,0,5.274542966665313,32,0,2.9129701745409116,35,57.81643434421769,9.82868599829489,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1
2023-01-02,2,16,walk_30,13.56522225772002,12.2,0.9598042115436246,5.457127183892362,20,29,1,4.675778112786129,0,1.8812578668359627,21,0,4.923708486514919,60,73.06955035205286,4.53578772569432,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1
2023-01-02,2,17,no_tobacco_alcohol,11.197391907408084,16.9,-6.306907022424605,5.328703093676983,0,15,1,4.391664740004372,0,2.5220576048625514,18,0,1.922367959826086,52,66.7952672373404,8.84434327322204,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1
2023-01-02,2,18,walk_30,7.687656012984594,21.7,-16.087920905261743,6.529041388707459,25,60,0,5.787570239236783,0,4.256810892622931,13,0,4.509863123446069,82,53.01238607839711,9.36015261286744,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
2023-01-02,2,19,walk_30,10.790439859174004,16.7,-3.7586931015119993,4.889833617229576,0,59,1,4.56351845214698,0,2.773203246073662,0,0,2.922203817050709,69,50.828051627382706,6.973687049544961,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1
2023-01-02,2,20,walk_30,9.912157651292382,18.9,-10.025251429759725,7.259997849582041,0,67,0,4.162785206009793,0,3.4343605170561413,6,0,4.304664755552827,77,69.94041326685657,6.228679287338757,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
2023-01-02,2,21,eat_veg_400,11.969463375906397,15.2,-3.3822331750146892,7.484660982665891,0,0,0,4.212514919957087,0,3.8515787222655615,23,0,2.495839066443544,48,52.52045317756788,5.891077158718604,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1
2023-01-02,2,22,no_tobacco_alcohol,8.15121886470763,21.2,-13.122968995218862,7.085936006857578,0,0,0,5.518430814309798,0,5.247437931315259,0,0,2.6914492467180273,66,54.49995297805058,6.209527969725295,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1
2023-01-02,2,23,eat_veg_400,8.893854017138219,20.2,-11.425038803699335,5.512875723966481,0,20,1,6.232653491221287,0,4.9134667074148695,4,0,0.30992663292245104,69,46.800893759968694,13.824126410402823,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
2023-01-02,2,24,no_tobacco_alcohol,6.0017885093774686,25.4,-19.044154931724684,5.902945729625866,0,30,0,5.950820135297469,1,3.5531643194362887,22,0,3.2732396676505147,64,67.59704030838567,7.197183146195605,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
2023-01-03,3,0,meditate_10,10.197889220384717,18.9,-8.992648123907335,7.614443307753971,0,0,0,1.9175670173904802,0,4.437170586981685,0,0,4.574387469260484,79,69.18665381317265,7.1687370858029364,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
2023-01-03,3,1,eat_veg_400,8.083410569724865,21.7,-13.008898931830876,5.980511631471249,2,0,0,3.7005894336571146,0,4.004380280329447,21,0,3.39524398468047,55,47.94130851427508,5.270229751296531,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1
2023-01-03,3,2,social_15,5.706111268480964,25.2,-19.783045159625278,6.266163061955075,0,0,0,5.3784986071628005,0,3.0574675439764216,8,0,4.8296372801658745,41,53.087322290482355,13.205455886912173,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
2023-01-03,3,3,sleep_early,9.127453872567015,20.4,-12.015051083995147,9.702497120084818,0,0,1,5.155852917214533,0,2.764275040576611,7,0,5.717817722373872,55,60.45457123082427,10.496085794864344,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
2023-01-03,3,4,eat_veg_400,7.805834307607133,21.7,-13.445549983759577,6.7184490485208865,26,200,0,5.647420232743436,0,5.126722071902421,0,0,2.840152868949757,60,55.127046824614695,4.159848400456351,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
2023-01-03,3,5,no_tobacco_alcohol,6.076498245799289,25.4,-17.804820910298574,6.830980914301777,0,0,0,5.078152216950925,0,5.986796681342943,31,0,3.714664705338917,93,71.19270802951046,12.494186681603452,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
2023-01-03,3,6,meditate_10,7.705279261232914,21.7,-13.45468901313873,6.455972983208962,0,0,0,5.64377247797586,1,4.90583871973453,15,0,4.21163816028027,85,53.97111509170275,14.930325504460612,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1
2023-01-03,3,7,drink_water_8,8.317113078677576,21.2,-11.29905682158649,8.01984368821617,0,0,0,4.686923027307427,2,3.288493642522447,22,0,5.015678814352941,17,59.85488561552721,4.938844406094688,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1
2023-01-03,3,8,digital_detox_30,5.944291147638545,24.0,-18.206750919850176,5.584433702449509,0,0,0,5.936914608547578,0,4.775099804914071,5,0,4.520907791592142,54,47.10425515543522,1.2852404817434078,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
2023-01-03,3,9,digital_detox_30,11.108018335183315,16.2,-4.324755682008962,7.794885532897889,0,0,0,1.7464618932850853,0,2.9581561696321206,6,0,2.3095437546136908,44,42.682075549700045,5.461836421283206,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1
2023-01-03,3,10,social_15,11.355562588611509,16.4,-4.105316427630174,7.5169780223090825,0,0,0,3.652585679618327,0,5.324916959740416,17,0,4.483967625636759,40,55.647345666683975,6.962064730678583,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1
2023-01-03,3,11,sleep_early,4.282331550633563,27.4,-26.123469375764806,5.833027100380509,0,0,0,7.898169669860766,0,4.0096998135182655,5,0,7.604828298703564,37,63.5244868556813,7.5135390977237835,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2023-01-03,3,12,eat_veg_400,8.02385830364728,22.4,-18.30683891771773,7.533903514223513,20,0,0,5.540154082562139,0,5.097603441448529,0,0,4.682088533739485,61,67.71865899608473,6.184295174724335,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
2023-01-03,3,13,eat_veg_400,3.908459108869321,28.9,-25.88290516923332,6.461054424644773,0,0,0,8.774842954080125,0,4.1842328550654075,0,0,6.203834033026854,81,72.77510289855272,8.680583357694932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023-01-03,3,14,drink_water_8,7.381493831867995,22.9,-16.813622997655926,5.316690262672658,0,0,0,4.423143553931197,4,3.8714791279467042,0,0,4.783750666514662,67,57.2557217982324,9.04063381318723,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
2023-01-03,3,15,no_tobacco_alcohol,10.010976041922916,17.7,-6.176556603194009,6.18350537966009,0,0,1,4.986937613455239,0,6.00364979800138,24,0,3.1368113252291727,27,53.725205226049134,10.365250214124664,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1
2023-01-03,3,16,meditate_10,12.27486066857987,14.7,-2.7436751834313444,5.789430563889155,10,6,1,4.297605211378207,0,1.7465121228765692,17,0,4.527234607019299,56,71.5713118989277,4.254076923522329,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1
2023-01-03,3,17,drink_water_8,11.309267224509446,16.9,-4.4037406399060695,5.209486955109534,0,0,1,3.876146056860828,0,3.2180787329066387,12,0,2.1973569467575906,51,65.81724928683788,6.913157122028478,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1
2023-01-03,3,18,walk_30,5.606186495143776,25.2,-21.90282516780722,6.0728136956274295,19,0,0,5.680845022637166,0,4.751850476889493,9,0,5.055495513243293,95,51.42688141687489,8.184753186809017,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
2023-01-03,3,19,digital_detox_30,11.384234945566536,15.7,-4.115098707452852,5.1932759093640835,0,44,1,5.246913104724976,0,2.885344057154125,1,0,3.1121151677194048,58,50.816614432902085,5.957339989992398,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1
2023-01-03,3,20,social_15,11.162365094803294,16.7,-5.094460440708812,7.144508345573984,0,0,0,4.642109282610322,0,4.078002371353706,28,0,4.622364352241352,83,69.99818193995958,2.779697071515164,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1
2023-01-03,3,21,digital_detox_30,11.126809812361264,16.7,-6.753548960813531,8.10726497431249,0,0,0,4.093753414528861,0,3.9819256878200218,13,0,2.3847056786545178,51,51.6898469302716,8.625828332196443,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1
2023-01-03,3,22,sleep_early,8.507857319462097,20.0,-11.731868805186972,7.24876303389912,0,0,0,5.7554893527643785,0,5.581081197980264,0,0,2.9518113457365667,52,47.94653128733813,4.624127690237868,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1
2023-01-03,3,23,social_15,8.56761200276399,20.2,-12.658438890350599,5.914490662093376,0,0,1,6.636922670957857,0,5.36987444412908,17,0,0.4188403257486446,68,44.72115940124364,12.440543143583044,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
2023-01-03,3,24,social_15,5.891993731733926,25.4,-20.877590954198617,5.923868978429294,0,0,0,6.650856981638565,0,4.228556705344593,18,0,4.001142224135171,57,71.06717262662048,9.011721845762423,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
2023-01-04,4,0,meditate_10,10.42580491794258,18.9,-10.410023282284655,7.842298930949826,0,0,0,1.3925982733673288,0,4.188511615356895,0,0,4.490386403594467,76,73.0490981599112,7.71060366486167,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
2023-01-04,4,1,digital_detox_30,9.339241154036348,19.2,-9.940191343857707,4.880106455848791,0,0,0,3.161468987791976,0,3.5462862235824106,11,0,2.9287708245093205,47,43.62013271977049,8.95249495582237,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1
2023-01-04,4,2,meditate_10,6.264727511828548,23.7,-19.306633700628918,5.836949258759349,0,0,0,5.516034839428782,0,3.4095345276820184,7,0,5.110116601875797,43,54.533039082722894,13.581856729724468,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
2023-01-04,4,3,meditate_10,9.634730535699157,19.2,-9.47776872794434,9.497072683729888,0,0,1,3.662047439016317,0,3.256040926161481,11,0,5.774028067410289,54,54.653632331441315,11.592613725753933,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
2023-01-04,4,4,no_tobacco_alcohol,5.613166087910019,25.2,-17.52869988809014,6.948990290217909,19,147,0,5.255115625184297,0,5.62511691270148,0,0,3.6163329650763347,65,55.855800076773,4.107553397504491,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
2023-01-04,4,5,drink_water_8,6.0882771674573615,25.4,-21.455652557246385,6.064775757744343,0,0,0,5.78954773134163,1,6.08660117497427,30,0,4.126827134217114,101,71.1064226085198,11.861242773987367,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
2023-01-04,4,6,sleep_early,11.030505186438557,16.7,-5.914268357610895,7.747310322120441,0,0,0,4.809629683470573,0,4.805831195714199,7,0,4.505900096056044,64,54.04655045272858,14.147653243992202,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1
2023-01-04,4,7,walk_30,11.767159425349666,15.2,-4.247315368398738,7.9802476182835544,19,0,0,4.428718854915235,0,3.0909682987540936,23,0,4.870267873799452,18,60.879949800425784,1.6727425019368787,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1
2023-01-04,4,8,sleep_early,5.939703110330936,24.0,-17.58245775827933,5.2175272025013415,0,0,0,6.025022789958922,0,4.981958413626737,0,0,4.956245418065066,60,48.364430332604016,3.8527499892446473,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
2023-01-04,4,9,social_15,12.148701262179832,15.2,-2.3033849251881664,7.783581459852509,0,0,0,1.9000031881907584,0,2.707367168220655,16,0,2.164761040344806,33,47.45498908889017,5.961853769950494,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1
2023-01-04,4,10,digital_detox_30,10.818443138815185,17.9,-5.912121189921544,7.203146085517991,0,0,0,3.9403998873439887,0,5.1310087881278585,23,0,4.743669032169905,54,57.00165664833245,6.210458532316745,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1
2023-01-04,4,11,digital_detox_30,4.293331203023953,27.4,-16.124890322121747,5.53607483377553,0,0,0,8.839084239288841,0,4.250138135118679,8,0,7.8956741066500165,42,60.904882636448306,8.821283232703674,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2023-01-04,4,12,walk_30,8.264180806935347,20.9,-13.042657600703466,7.334076453455909,7,0,0,6.423009683434175,0,5.163783915314114,0,0,4.636663625382461,49,59.05307091166507,5.762305641568873,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1
2023-01-04,4,13,walk_30,5.5074691117471755,25.4,-19.606415340783524,7.279665063819735,17,0,0,8.16960007076954,0,4.195564618935014,4,0,6.441271102825049,76,76.64986856129168,5.680205164801721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2023-01-04,4,14,eat_veg_400,7.379049725509805,22.9,-13.918655490632435,6.115866646285907,0,271,0,4.8714833097665124,3,4.067954450804569,1,0,5.180450577882389,55,58.76060294954856,10.1323529341334,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
2023-01-04,4,15,digital_detox_30,12.116033604832916,14.2,-2.545146500193969,5.803726663902762,0,0,1,4.714315698352651,0,5.098587547856363,30,0,2.9021336962622355,7,54.28002822187139,12.740761323619648,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1
2023-01-04,4,16,walk_30,14.194807505221071,11.2,3.3150273887118917,5.756891300145262,27,0,1,5.013750395384966,0,1.6988367362901937,19,0,4.651298127375241,61,63.01885943768749,4.334246178730566,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1
2023-01-04,4,17,walk_30,13.286696551289719,13.399999999999999,-0.23960004084781644,5.408831939483387,34,0,1,3.8364871698367558,0,3.761088676852555,23,0,2.8759094076882326,55,66.00754448662212,8.714759326457402,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1
2023-01-04,4,18,meditate_10,7.687353267600629,21.7,-11.654815207414444,6.7907412884857745,9,0,0,4.627316697484417,0,4.297930051967669,8,0,4.819615895468368,86,47.16307838536385,6.358156651419827,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1
2023-01-04,4,19,walk_30,11.321397209487438,15.2,-3.945060832266997,5.209060080004207,13,0,1,5.251600805116231,0,3.38703098741159,0,0,3.3453878933033385,44,50.49731766954454,5.8450750110325185,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1
2023-01-04,4,20,drink_water_8,11.053683607608452,16.7,-4.94360353610895,6.595291602500277,0,0,0,4.640538891901731,2,4.4300208649314365,20,0,5.275880877648938,69,69.44523177914964,2.028398812534615,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1
2023-01-04,4,21,digital_detox_30,10.843668704427996,16.2,-6.609779631810719,7.9627633061121,0,0,0,5.587768700340157,0,4.441978811552992,4,0,2.7726668325191333,36,45.917626784090004,8.325725191052088,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1
2023-01-04,4,22,no_tobacco_alcohol,9.106746043787975,18.5,-9.461204469376108,7.079082944701594,0,0,0,6.098368494865448,0,6.356891819790013,0,0,3.04171832527613,43,48.07486517815228,2.3818161442780523,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
2023-01-04,4,23,sleep_early,9.280567184632698,19.2,-9.166791858551239,5.536482447073728,0,0,1,6.67276350380949,0,6.2387887817125485,14,0,0.6824100670392392,66,43.51545795584098,10.198710355376367,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1
2023-01-04,4,24,social_15,6.4866509624644815,23.9,-18.284739731968426,5.822335870466441,0,0,0,5.65983285160646,0,5.094444190412567,27,0,3.8082508116885974,50,71.00854989416631,6.555804789586718,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
2023-01-05,5,0,social_15,10.36962036044635,18.9,-10.636393325433737,7.360135038943474,0,0,0,1.400644479051384,0,4.560815156285872,6,0,4.478933206534312,90,77.31525685612407,8.437402017404,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
