date,day,user_id,action,reward,penalty,observed,sleep,activity,diet,habit,water
2023-01-03,3,15,walk_30,3.2421718128205166,17.0,-17.949189604368016,0,0,0,0,0
2023-01-03,3,16,no_tobacco_alcohol,3.268878292117952,17.0,-13.436547297070748,0,0,0,0,0
2023-01-03,3,17,drink_water_8,3.3976900765219913,17.0,-11.061533801198735,0,0,0,0,0
2023-01-03,3,18,no_tobacco_alcohol,5.617696879720786,13.0,-8.363104987186498,1,0,0,0,0
2023-01-03,3,19,meditate_10,5.613465554453604,13.0,-6.975487561551042,1,0,0,0,0
2023-01-03,3,20,eat_veg_400,5.106651740391049,14.0,-10.935092959665552,0,0,1,0,0
2023-01-03,3,21,meditate_10,3.0013597547122997,17.0,-9.501608875752634,0,0,0,0,0
2023-01-03,3,22,sleep_early,8.2917290432011,8.0,0.4367736537224759,1,0,0,1,0
2023-01-03,3,23,sleep_early,8.586823398234191,8.0,0.4720745795398631,1,0,0,1,0
2023-01-03,3,24,meditate_10,3.576665958229107,17.0,-13.905893767206532,0,0,0,0,0
2023-01-04,4,0,sleep_early,2.589291195686637,17.0,-16.491829728234688,0,0,0,0,0
2023-01-04,4,1,walk_30,3.4929918189608378,17.0,-13.24589621693013,0,0,0,0,0
2023-01-04,4,2,no_tobacco_alcohol,5.884282578629709,12.0,-5.747940683497235,0,0,0,1,0
2023-01-04,4,3,no_tobacco_alcohol,3.1438991127301303,17.0,-11.828595861653401,0,0,0,0,0
2023-01-04,4,4,no_tobacco_alcohol,5.462526407988701,12.0,-7.763131270194007,0,0,0,1,0
2023-01-04,4,5,sleep_early,6.354288464884287,12.0,-5.866125221523322,0,0,0,1,0
2023-01-04,4,6,no_tobacco_alcohol,2.583954232879446,17.0,-15.768338759734371,0,0,0,0,0
2023-01-04,4,7,no_tobacco_alcohol,2.420497268475457,17.0,-12.523200236170515,0,0,0,0,0
2023-01-04,4,8,sleep_early,5.702141662372105,13.0,-8.645198253132527,1,0,0,0,0
2023-01-04,4,9,sleep_early,3.1568912249727,17.0,-15.735560719812158,0,0,0,0,0
2023-01-04,4,10,eat_veg_400,5.086439675323071,14.0,-9.512151927050194,0,0,1,0,0
2023-01-04,4,11,walk_30,5.131775069982214,13.5,-8.641280892461326,0,1,0,0,0
2023-01-04,4,12,eat_veg_400,3.1904436162203327,17.0,-11.29384014338371,0,0,0,0,0
2023-01-04,4,13,sleep_early,5.88493171235023,13.0,-7.816103758638982,1,0,0,0,0
2023-01-04,4,14,drink_water_8,6.030276537661635,13.0,-7.727917545957095,1,0,0,0,0
2023-01-04,4,15,walk_30,3.373952345466037,17.0,-13.216427393899309,0,0,0,0,0
2023-01-04,4,16,eat_veg_400,3.1255053916404982,17.0,-14.055126287280745,0,0,0,0,0
2023-01-04,4,17,sleep_early,3.273288558396742,17.0,-13.479094217421812,0,0,0,0,0
2023-01-04,4,18,no_tobacco_alcohol,5.538374260743161,13.0,-7.581746533822444,1,0,0,0,0
2023-01-04,4,19,meditate_10,5.57545819088409,13.0,-8.111332342958619,1,0,0,0,0
2023-01-04,4,20,drink_water_8,3.166238818954302,17.0,-11.098100861642592,0,0,0,0,0
2023-01-04,4,21,no_tobacco_alcohol,3.037516066248009,17.0,-11.728855096449406,0,0,0,0,0
2023-01-04,4,22,sleep_early,8.232654599499874,8.0,0.06743812631231202,1,0,0,1,0
2023-01-04,4,23,sleep_early,6.016049555505265,12.0,-5.231737822162003,0,0,0,1,0
2023-01-04,4,24,meditate_10,3.7703044099641145,17.0,-11.924741384508748,0,0,0,0,0
2023-01-05,5,0,meditate_10,2.929081394827543,17.0,-12.847727972828682,0,0,0,0,0
2023-01-05,5,1,eat_veg_400,3.440542606872187,17.0,-14.286622238403105,0,0,0,0,0
2023-01-05,5,2,eat_veg_400,6.699718098299854,12.0,-5.041807984166773,0,0,0,1,0
2023-01-05,5,3,drink_water_8,3.165643616078956,17.0,-13.669885219965435,0,0,0,0,0
2023-01-05,5,4,walk_30,8.10620354152634,8.5,-0.5276438607677749,0,1,0,1,0
2023-01-05,5,5,no_tobacco_alcohol,6.339806911428421,12.0,-4.533371854523511,0,0,0,1,0
2023-01-05,5,6,sleep_early,5.801490787261168,13.0,-8.341678735534977,1,0,0,0,0
2023-01-05,5,7,walk_30,3.088372969044894,17.0,-16.599763329955135,0,0,0,0,0
2023-01-05,5,8,walk_30,7.699258028652478,9.5,-1.8761729430188616,1,1,0,0,0
2023-01-05,5,9,no_tobacco_alcohol,3.118505671714652,17.0,-12.370374099808458,0,0,0,0,0
2023-01-05,5,10,sleep_early,5.202719352209178,14.0,-8.83325985492236,0,0,1,0,0
2023-01-05,5,11,eat_veg_400,5.044573222055334,13.5,-8.663469221219746,0,1,0,0,0
2023-01-05,5,12,sleep_early,3.1251091381337397,17.0,-13.050541569623881,0,0,0,0,0
2023-01-05,5,13,sleep_early,3.5403095239425424,17.0,-11.760059091239187,0,0,0,0,0
2023-01-05,5,14,eat_veg_400,3.485069670362842,17.0,-14.418838492313414,0,0,0,0,0
2023-01-05,5,15,drink_water_8,3.1705111985291357,17.0,-12.757936281337198,0,0,0,0,0
2023-01-05,5,16,walk_30,3.1488359122614584,17.0,-14.356029040438434,0,0,0,0,0
2023-01-05,5,17,no_tobacco_alcohol,6.220016826948732,12.0,-6.809824653327559,0,0,0,1,0
2023-01-05,5,18,no_tobacco_alcohol,2.938706466146581,17.0,-16.21277793497232,0,0,0,0,0
2023-01-05,5,19,no_tobacco_alcohol,3.1494386101365244,17.0,-15.607795590766653,0,0,0,0,0
2023-01-05,5,20,meditate_10,3.017491502416287,17.0,-15.425651270565002,0,0,0,0,0
2023-01-05,5,21,sleep_early,2.426619363281751,17.0,-14.200833241832099,0,0,0,0,0
2023-01-05,5,22,walk_30,10.547280960906514,4.5,5.7455811187791035,1,1,0,1,0
2023-01-05,5,23,meditate_10,6.1680778648902574,12.0,-4.104806385731755,0,0,0,1,0
2023-01-05,5,24,eat_veg_400,3.72437877647734,17.0,-13.351477854781889,0,0,0,0,0
2023-01-06,6,0,no_tobacco_alcohol,5.849586102679904,12.0,-6.544260785565534,0,0,0,1,0
2023-01-06,6,1,no_tobacco_alcohol,6.367508384379439,12.0,-5.413071825750438,0,0,0,1,0
2023-01-06,6,2,no_tobacco_alcohol,6.033719682942182,12.0,-6.263406043720035,0,0,0,1,0
2023-01-06,6,3,no_tobacco_alcohol,6.047035923589065,12.0,-5.961706902537436,0,0,0,1,0
2023-01-06,6,4,sleep_early,8.090614330331135,8.5,-0.4839265373123746,0,1,0,1,0
2023-01-06,6,5,drink_water_8,6.377763088340135,12.0,-5.7682061643016365,0,0,0,1,0
2023-01-06,6,6,no_tobacco_alcohol,2.4672090899742356,17.0,-14.228797577078087,0,0,0,0,0
2023-01-06,6,7,no_tobacco_alcohol,2.2303439161488137,17.0,-13.231797575063366,0,0,0,0,0
2023-01-06,6,8,walk_30,5.416194317563836,13.0,-7.436492274854526,1,0,0,0,0
2023-01-06,6,9,no_tobacco_alcohol,3.108293894902941,17.0,-14.149299258692887,0,0,0,0,0
2023-01-06,6,10,walk_30,7.241067480000825,10.5,-3.3947821120061468,0,1,1,0,0
2023-01-06,6,11,no_tobacco_alcohol,3.0734203778507485,17.0,-11.881331784352193,0,0,0,0,0
2023-01-06,6,12,no_tobacco_alcohol,5.4621465859439,12.0,-5.461013965967158,0,0,0,1,0
2023-01-06,6,13,no_tobacco_alcohol,3.5594983086244434,17.0,-11.94038304991131,0,0,0,0,0
2023-01-06,6,14,no_tobacco_alcohol,6.5164382944505626,12.0,-7.481645573943508,0,0,0,1,0
2023-01-06,6,15,no_tobacco_alcohol,5.496427628518233,12.0,-5.0363635759980205,0,0,0,1,0
2023-01-06,6,16,no_tobacco_alcohol,6.117571744676673,12.0,-6.115461420456962,0,0,0,1,0
2023-01-06,6,17,walk_30,8.232078280549548,8.5,-0.12384098099488725,0,1,0,1,0
2023-01-06,6,18,no_tobacco_alcohol,2.8562485518269134,17.0,-16.45982473085166,0,0,0,0,0
2023-01-06,6,19,no_tobacco_alcohol,6.1523948429164825,12.0,-6.673281687195949,0,0,0,1,0
2023-01-06,6,20,no_tobacco_alcohol,5.251515382565757,12.0,-7.663610442311591,0,0,0,1,0
2023-01-06,6,21,no_tobacco_alcohol,2.764025044436912,17.0,-15.81980676947059,0,0,0,0,0
2023-01-06,6,22,walk_30,8.346962152427782,8.0,0.22655671513935233,1,0,0,1,0
2023-01-06,6,23,walk_30,6.312734603484115,12.0,-5.31615554535503,0,0,0,1,0
2023-01-06,6,24,no_tobacco_alcohol,6.721326730803815,12.0,-4.916293705790217,0,0,0,1,0
2023-01-07,7,0,sleep_early,5.266575913637396,12.0,-5.935669649411836,0,0,0,1,0
2023-01-07,7,1,eat_veg_400,6.483113818777751,12.0,-6.76067627166673,0,0,0,1,0
2023-01-07,7,2,drink_water_8,7.807831851756375,10.5,-3.0334894481075794,0,0,0,1,1
2023-01-07,7,3,meditate_10,6.124991391858245,12.0,-5.5763333625379925,0,0,0,1,0
2023-01-07,7,4,walk_30,8.054540128974548,8.5,-0.5111344446236753,0,1,0,1,0
2023-01-07,7,5,walk_30,6.361221254921331,12.0,-6.301937266598065,0,0,0,1,0
2023-01-07,7,6,no_tobacco_alcohol,5.421255012478146,12.0,-5.324185088785818,0,0,0,1,0
2023-01-07,7,7,no_tobacco_alcohol,2.306666246107591,17.0,-14.491080242199743,0,0,0,0,0
2023-01-07,7,8,no_tobacco_alcohol,5.997612153378663,12.0,-6.809344515458169,0,0,0,1,0
2023-01-07,7,9,no_tobacco_alcohol,6.0934484177025805,12.0,-4.832185526036557,0,0,0,1,0
2023-01-07,7,10,no_tobacco_alcohol,8.258856214720526,8.5,-0.47409196530890396,0,1,0,1,0
2023-01-07,7,11,sleep_early,3.075272848661678,17.0,-18.664355683997023,0,0,0,0,0
2023-01-07,7,12,drink_water_8,6.199264301205787,12.0,-7.283673528369486,0,0,0,1,0
2023-01-07,7,13,no_tobacco_alcohol,6.487877298410324,12.0,-4.687365925727591,0,0,0,1,0
2023-01-07,7,14,sleep_early,9.202107099979445,8.0,1.4662202798335868,1,0,0,1,0
2023-01-07,7,15,meditate_10,6.241069803740215,12.0,-5.096750039461595,0,0,0,1,0
2023-01-07,7,16,sleep_early,6.007446006787007,12.0,-5.697078635406539,0,0,0,1,0
2023-01-07,7,17,no_tobacco_alcohol,6.135300775528553,12.0,-5.857312770571546,0,0,0,1,0
2023-01-07,7,18,no_tobacco_alcohol,2.848396798912618,17.0,-12.233793960786194,0,0,0,0,0
2023-01-07,7,19,eat_veg_400,6.172665492456658,12.0,-5.749781509540181,0,0,0,1,0
2023-01-07,7,20,walk_30,5.963883110180442,12.0,-6.747784965730898,0,0,0,1,0
2023-01-07,7,21,no_tobacco_alcohol,2.8689474457841975,17.0,-12.676383033760183,0,0,0,0,0
2023-01-07,7,22,eat_veg_400,5.410807094885544,13.0,-5.084164848029523,1,0,0,0,0
2023-01-07,7,23,sleep_early,6.38496101424489,12.0,-5.422922406186641,0,0,0,1,0
2023-01-07,7,24,drink_water_8,6.853648013477587,12.0,-4.467548554354044,0,0,0,1,0
2023-01-08,8,0,no_tobacco_alcohol,5.778198693039506,12.0,-5.311150541545462,0,0,0,1,0
2023-01-08,8,1,meditate_10,6.455181612164402,12.0,-4.192601979481448,0,0,0,1,0
2023-01-08,8,2,eat_veg_400,6.780969388260404,12.0,-4.852866329608622,0,0,0,1,0
2023-01-08,8,3,sleep_early,5.636221308254277,12.0,-8.446296167163876,0,0,0,1,0
2023-01-08,8,4,drink_water_8,6.043691246093041,12.0,-5.527868909700536,0,0,0,1,0
2023-01-08,8,5,drink_water_8,6.372529617385228,12.0,-5.4275751645099355,0,0,0,1,0
2023-01-08,8,6,no_tobacco_alcohol,2.271069752617521,17.0,-12.177997007381862,0,0,0,0,0
2023-01-08,8,7,no_tobacco_alcohol,5.449686153690022,12.0,-6.321424218619767,0,0,0,1,0
2023-01-08,8,8,walk_30,10.517469159384829,4.5,5.43067673197741,1,1,0,1,0
2023-01-08,8,9,eat_veg_400,6.125510104552659,12.0,-4.360654812203865,0,0,0,1,0
2023-01-08,8,10,meditate_10,6.353978562430678,12.0,-6.088306687522377,0,0,0,1,0
2023-01-08,8,11,no_tobacco_alcohol,3.1051678427098706,17.0,-12.829216077630424,0,0,0,0,0
2023-01-08,8,12,no_tobacco_alcohol,5.332665714862516,12.0,-6.940350128642926,0,0,0,1,0
2023-01-08,8,13,sleep_early,6.35659024515357,12.0,-5.344093799336184,0,0,0,1,0
2023-01-08,8,14,walk_30,9.14865642873798,8.0,1.4261562333074769,1,0,0,1,0
2023-01-08,8,15,drink_water_8,6.452318595463504,12.0,-5.6329310093935625,0,0,0,1,0
2023-01-08,8,16,meditate_10,5.813719088192763,12.0,-6.4598485173078295,0,0,0,1,0
2023-01-08,8,17,eat_veg_400,6.229575122688903,12.0,-6.005491756072241,0,0,0,1,0
2023-01-08,8,18,eat_veg_400,5.352104375277856,13.0,-7.292634770742057,1,0,0,0,0
2023-01-08,8,19,walk_30,6.100361337481933,12.0,-4.91158824188874,0,0,0,1,0
2023-01-08,8,20,no_tobacco_alcohol,2.140398838121591,17.0,-11.871574744548665,0,0,0,0,0
2023-01-08,8,21,no_tobacco_alcohol,2.6762709934303155,17.0,-15.675064187233694,0,0,0,0,0
2023-01-08,8,22,drink_water_8,5.367761871375141,13.0,-9.45553388246452,1,0,0,0,0
2023-01-08,8,23,sleep_early,6.384686513494114,12.0,-5.412411589567059,0,0,0,1,0
2023-01-08,8,24,drink_water_8,6.81486971497412,12.0,-4.642559171905507,0,0,0,1,0
2023-01-09,9,0,eat_veg_400,5.786435786225855,12.0,-6.017132425169004,0,0,0,1,0
2023-01-09,9,1,meditate_10,6.325963451754711,12.0,-4.797566461168359,0,0,0,1,0
2023-01-09,9,2,sleep_early,6.739092908277996,12.0,-4.9739468339051625,0,0,0,1,0
2023-01-09,9,3,meditate_10,6.0909072524275025,12.0,-6.423209927548846,0,0,0,1,0
2023-01-09,9,4,walk_30,10.449326732055411,4.5,6.373503386109124,1,1,0,1,0
2023-01-09,9,5,walk_30,8.342751835954314,8.5,-0.3330269895743323,0,1,0,1,0
2023-01-09,9,6,no_tobacco_alcohol,5.234126969277623,12.0,-7.927033595520714,0,0,0,1,0
2023-01-09,9,7,walk_30,6.28626241182957,12.0,-6.505589242965818,0,0,0,1,0
2023-01-09,9,8,sleep_early,8.065022146861116,8.5,-0.5175973319643348,0,1,0,1,0
2023-01-09,9,9,walk_30,6.201496654222249,12.0,-6.3429436774929275,0,0,0,1,0
2023-01-09,9,10,drink_water_8,6.437519024765144,12.0,-4.821758732868843,0,0,0,1,0
2023-01-09,9,11,no_tobacco_alcohol,3.129527901653878,17.0,-14.572278914083492,0,0,0,0,0
2023-01-09,9,12,no_tobacco_alcohol,2.373337765206479,17.0,-14.483348228532654,0,0,0,0,0
2023-01-09,9,13,eat_veg_400,6.26086817139902,12.0,-6.577221074330648,0,0,0,1,0
2023-01-09,9,14,walk_30,9.051632249847575,8.0,1.15732322439134,1,0,0,1,0
2023-01-09,9,15,eat_veg_400,6.397095801473059,12.0,-6.913936970826659,0,0,0,1,0
2023-01-09,9,16,walk_30,5.828604999540028,12.0,-6.29347513301002,0,0,0,1,0
2023-01-09,9,17,sleep_early,8.851105092463552,8.0,1.173104891732848,1,0,0,1,0
2023-01-09,9,18,drink_water_8,2.780749211479029,17.0,-15.096098582385414,0,0,0,0,0
2023-01-09,9,19,sleep_early,6.058108760721604,12.0,-6.2921312726982155,0,0,0,1,0
2023-01-09,9,20,no_tobacco_alcohol,5.030502691429339,12.0,-7.571501930971548,0,0,0,1,0
2023-01-09,9,21,no_tobacco_alcohol,2.802181304762275,17.0,-14.481646557407506,0,0,0,0,0
2023-01-09,9,22,meditate_10,5.516458110454801,13.0,-8.097441506667902,1,0,0,0,0
2023-01-09,9,23,eat_veg_400,8.303184031923763,9.0,-0.922634837709752,0,0,1,1,0
2023-01-09,9,24,eat_veg_400,6.868598033844145,12.0,-5.329371465141761,0,0,0,1,0
2023-01-10,10,0,eat_veg_400,7.838761444413275,9.0,-1.5252293977006495,0,0,1,1,0
2023-01-10,10,1,eat_veg_400,6.18792533289251,12.0,-5.762421629738571,0,0,0,1,0
2023-01-10,10,2,eat_veg_400,6.68998516265056,12.0,-6.286393731129168,0,0,0,1,0
2023-01-10,10,3,drink_water_8,6.099301172592999,12.0,-5.835166881843983,0,0,0,1,0
2023-01-10,10,4,no_tobacco_alcohol,7.783291034096861,8.0,-0.016338976322341797,1,0,0,1,0
2023-01-10,10,5,eat_veg_400,8.289333742125365,8.5,-0.35356226133435,0,1,0,1,0
2023-01-10,10,6,meditate_10,6.062099731346813,12.0,-6.410048289436883,0,0,0,1,0
2023-01-10,10,7,no_tobacco_alcohol,5.550802796331313,12.0,-5.595501740953475,0,0,0,1,0
2023-01-10,10,8,walk_30,10.775851424200818,4.5,6.589363826942533,1,1,0,1,0
2023-01-10,10,9,drink_water_8,6.18999808835256,12.0,-6.523646467505044,0,0,0,1,0
2023-01-10,10,10,eat_veg_400,6.473492941180057,12.0,-6.854334802753646,0,0,0,1,0
2023-01-10,10,11,no_tobacco_alcohol,3.2336040915148896,17.0,-15.650385275053535,0,0,0,0,0
2023-01-10,10,12,meditate_10,3.061622535471077,17.0,-16.773057206886882,0,0,0,0,0
2023-01-10,10,13,walk_30,6.353446442418063,12.0,-4.8592570558433374,0,0,0,1,0
2023-01-10,10,14,walk_30,9.189952881792287,8.0,1.3219476539098944,1,0,0,1,0
2023-01-10,10,15,meditate_10,6.518404364316005,12.0,-7.48819218855012,0,0,0,1,0
2023-01-10,10,16,walk_30,2.8146470968217137,17.0,-14.9622002577181,0,0,0,0,0
2023-01-10,10,17,walk_30,8.802657140711286,8.0,0.7056787514209091,1,0,0,1,0
2023-01-10,10,18,sleep_early,2.34929798879413,17.0,-14.817262522823716,0,0,0,0,0
2023-01-10,10,19,eat_veg_400,3.0187574820734535,17.0,-13.88312375661284,0,0,0,0,0
2023-01-10,10,20,no_tobacco_alcohol,5.127096919862224,12.0,-8.557176787672605,0,0,0,1,0
2023-01-10,10,21,drink_water_8,2.6788428511987137,17.0,-9.408223926805533,0,0,0,0,0
2023-01-10,10,22,no_tobacco_alcohol,8.346341585557298,8.0,0.3860771411372789,1,0,0,1,0
2023-01-10,10,23,eat_veg_400,5.1395865884299585,14.0,-8.065260136809966,0,0,1,0,0
2023-01-10,10,24,sleep_early,6.898080692895882,12.0,-3.299717821083604,0,0,0,1,0
2023-01-11,11,0,sleep_early,7.317126840622879,9.0,-2.038780633608888,0,0,1,1,0
2023-01-11,11,1,drink_water_8,6.136857010483762,12.0,-5.016797682616693,0,0,0,1,0
2023-01-11,11,2,no_tobacco_alcohol,5.964973385197974,12.0,-7.509652204154276,0,0,0,1,0
2023-01-11,11,3,meditate_10,6.384718570249882,12.0,-5.010429261844692,0,0,0,1,0
2023-01-11,11,4,walk_30,8.425653839279466,8.0,0.5257879872504194,1,0,0,1,0
2023-01-11,11,5,no_tobacco_alcohol,8.235647282040741,8.5,-0.028984427659940665,0,1,0,1,0
2023-01-11,11,6,drink_water_8,6.005254099957858,12.0,-5.24847619346972,0,0,0,1,0
2023-01-11,11,7,meditate_10,6.338714382519351,12.0,-5.28294535904394,0,0,0,1,0
2023-01-11,11,8,sleep_early,8.354058857419167,8.5,0.04223427106605912,0,1,0,1,0
2023-01-11,11,9,sleep_early,6.2675180251094496,12.0,-4.337680920665555,0,0,0,1,0
2023-01-11,11,10,drink_water_8,6.388427532354369,12.0,-6.885662958466902,0,0,0,1,0
2023-01-11,11,11,no_tobacco_alcohol,3.282048874699583,17.0,-16.5913323806742,0,0,0,0,0
2023-01-11,11,12,sleep_early,3.1026124161482285,17.0,-12.414599236898457,0,0,0,0,0
2023-01-11,11,13,walk_30,8.443837385842002,8.5,-0.03550999210851258,0,1,0,1,0
2023-01-11,11,14,walk_30,11.147791256784387,4.5,7.497669317927544,1,1,0,1,0
2023-01-11,11,15,walk_30,6.413268561001993,12.0,-5.716710024907522,0,0,0,1,0
2023-01-11,11,16,no_tobacco_alcohol,2.6109414443211905,17.0,-20.69165187732558,0,0,0,0,0
2023-01-11,11,17,walk_30,8.96756065912529,8.0,0.891320023337289,1,0,0,1,0
2023-01-11,11,18,walk_30,2.9178671690749667,17.0,-13.566284464976667,0,0,0,0,0
2023-01-11,11,19,meditate_10,3.1605173337912094,17.0,-16.545692851474676,0,0,0,0,0
2023-01-11,11,20,eat_veg_400,2.9731155607592132,17.0,-12.454905574320517,0,0,0,0,0
2023-01-11,11,21,no_tobacco_alcohol,5.77087968129499,12.0,-5.955961535482666,0,0,0,1,0
2023-01-11,11,22,walk_30,8.21696832092637,8.0,0.326467056823256,1,0,0,1,0
2023-01-11,11,23,no_tobacco_alcohol,5.405712255013361,12.0,-5.660164347295624,0,0,0,1,0
2023-01-11,11,24,eat_veg_400,8.770800578851523,9.0,-0.3647297802034778,0,0,1,1,0
2023-01-12,12,0,eat_veg_400,7.715008792862646,9.0,-1.2133231041478427,0,0,1,1,0
2023-01-12,12,1,drink_water_8,5.995969908475099,12.0,-5.713028617488988,0,0,0,1,0
