date,day,user_id,action,reward,penalty,observed,sleep_hours,activity_min,diet_fv_g,abstain,stress_level,water_glasses,screen_time_hours,social_minutes,mindfulness_min,sleep,activity,diet,habit,water,mental_health,screen,social
2023-01-02,2,10,no_tobacco_alcohol,6.257825852885412,18.0,-12.614050104762818,5.530081603112212,0,0,0,3.146115114159919,0,3.757879522176673,17,0,0,0,0,0,0,1,0,1
2023-01-02,2,11,sleep_early,3.1828123958232726,22.5,-18.754922365049424,9.373620689676539,0,0,0,6.164270071522743,0,1.6094574519720812,11,0,0,0,0,0,0,0,0,0
2023-01-02,2,12,sleep_early,7.459350402233106,15.5,-8.821511895641736,6.095780737576332,23,0,0,2.838318364256937,0,2.391313901011504,0,0,0,1,0,0,0,1,0,0
2023-01-02,2,13,meditate_10,5.3721453287498235,19.0,-12.145974918276352,5.271946412499642,0,0,0,4.701387396906916,1,5.142297767435378,0,0,0,0,0,0,0,1,0,0
2023-01-02,2,14,eat_veg_400,5.386155605175051,19.0,-14.907278080721724,5.729626379688358,0,175,0,4.929088242326344,0,3.4392741393791253,0,0,0,0,0,0,0,1,0,0
2023-01-02,2,15,sleep_early,10.327863933130171,10.0,0.2992359936920245,9.122697941395439,0,11,1,4.482580079758882,0,2.593087760590168,0,0,1,0,0,1,0,1,0,0
2023-01-02,2,16,no_tobacco_alcohol,3.2244094793694553,22.5,-24.825140726535075,6.1149849160632375,0,71,0,6.55367083536443,0,4.6495934583938485,0,0,0,0,0,0,0,0,0,0
2023-01-02,2,17,drink_water_8,4.010461844223954,21.5,-15.674848943323067,7.15139688026289,0,0,0,6.873769329918171,0,4.802788312138509,15,0,0,0,0,0,0,0,0,1
2023-01-02,2,18,drink_water_8,3.045393900058137,22.5,-19.604036322652995,5.049818091560355,0,0,0,6.406603907066205,0,2.1251853422986735,0,0,0,0,0,0,0,0,0,0
2023-01-02,2,19,social_15,3.2071342205448694,22.5,-13.95183991759717,6.0201695576346,0,0,0,5.646167873111541,1,4.881179929220234,7,0,0,0,0,0,0,0,0,0
2023-01-02,2,20,walk_30,8.571955061158913,14.0,-5.01283542728048,7.363665121911679,18,305,0,5.137242509695205,0,4.083188344972086,20,0,1,0,0,0,0,1,0,1
2023-01-02,2,21,walk_30,7.266686227303608,15.5,-9.393790671268732,6.509194515883943,38,0,0,5.933166735520104,0,3.7228156613253307,12,0,0,1,0,0,0,1,0,0
2023-01-02,2,22,walk_30,3.989290776448219,21.5,-19.716399132078948,6.236916470283615,0,32,0,6.511974142797508,0,3.1248243190506075,24,0,0,0,0,0,0,0,0,1
2023-01-02,2,23,meditate_10,5.9969864864906555,18.0,-14.557470181015246,7.066273448638175,0,0,0,4.869577227275604,0,3.99622579602294,44,0,0,0,0,0,0,1,0,1
2023-01-02,2,24,sleep_early,6.0831608166236295,18.0,-10.180864659789998,6.600271817130733,0,73,0,5.099903793010573,1,3.3708271789973394,17,0,0,0,0,0,0,1,0,1
2023-01-03,3,0,meditate_10,3.115918041047676,22.5,-19.19105832251757,5.348002188239659,0,0,0,5.542027865100862,0,4.44580305084314,5,0,0,0,0,0,0,0,0,0
2023-01-03,3,1,walk_30,5.248818150356495,19.0,-16.24466591410135,5.6162088273018025,29,0,0,5.105747902243981,0,5.144584618326029,11,0,0,1,0,0,0,0,0,0
2023-01-03,3,2,digital_detox_30,2.9921897698484203,22.5,-21.17457890853632,6.057163586418036,0,0,0,6.430604886550097,0,6.3794195424363656,4,0,0,0,0,0,0,0,0,0
2023-01-03,3,3,walk_30,5.691693041972028,18.5,-10.725906850100976,6.9419452457644075,0,0,0,4.630553305915772,0,3.684799164087451,0,0,1,0,0,0,0,0,0,0
2023-01-03,3,4,eat_veg_400,7.308195486503695,16.0,-9.424373487461072,7.396087385882739,0,277,0,4.419306538354014,0,6.1524758492561755,2,0,0,0,1,0,0,1,0,0
2023-01-03,3,5,eat_veg_400,7.768074265976081,15.0,-8.5505906521661,7.548117610935757,0,80,0,4.138501551904529,6,4.200135056493457,0,0,1,0,0,0,0,1,0,0
2023-01-03,3,6,eat_veg_400,3.8983955391212213,21.5,-18.52883842470564,5.565474781744076,0,222,0,6.6578167769104475,0,4.391948395063684,26,0,0,0,0,0,0,0,0,1
2023-01-03,3,7,eat_veg_400,3.1503159320684992,22.5,-20.256201836404575,5.848516294552137,0,137,0,6.532304063482439,1,6.02182795173912,0,0,0,0,0,0,0,0,0,0
2023-01-03,3,8,meditate_10,3.1723073643030526,22.5,-20.06478228362466,6.063131454788059,0,26,0,5.009219604246951,0,4.214980707871095,6,0,0,0,0,0,0,0,0,0
2023-01-03,3,9,sleep_early,3.206128720052077,21.5,-14.693587877159509,5.368459152802584,0,87,0,6.581023205363375,0,6.110879186929025,6,0,0,0,0,0,0,0,0,1
2023-01-03,3,10,drink_water_8,6.3280827328760125,18.0,-9.998202711596976,5.815815497353864,0,0,0,4.238638289665756,2,4.201816049734775,15,0,0,0,0,0,0,1,0,1
2023-01-03,3,11,walk_30,5.688395833534815,18.0,-10.773539288201109,9.526592378534597,26,0,0,7.1125378896560605,0,1.8936220492151303,7,0,0,1,0,0,0,0,1,0
2023-01-03,3,12,no_tobacco_alcohol,5.467412315809648,19.0,-11.153082431161046,5.863211755419157,10,0,0,3.509465655389282,0,2.855997407982147,0,0,0,0,0,0,0,1,0,0
2023-01-03,3,13,social_15,6.112574231096905,18.0,-13.757469612649277,5.1978414063308,0,0,0,4.712880527534416,0,6.289131557467732,7,0,0,0,0,0,0,1,0,1
2023-01-03,3,14,digital_detox_30,5.293963060572765,19.0,-13.188564451296003,5.171051457215446,0,109,0,5.054022069914044,0,4.031757144112419,0,0,0,0,0,0,0,1,0,0
2023-01-03,3,15,sleep_early,7.814812452556703,14.0,-7.396708296274909,8.688862455344177,0,0,1,5.352312333407449,0,2.9066162098098847,4,0,0,0,0,1,0,1,0,0
2023-01-03,3,16,social_15,3.0940122700223283,22.5,-24.433234154279912,6.220946111240319,0,15,0,6.899010791625257,0,4.552517935570621,0,0,0,0,0,0,0,0,0,0
2023-01-03,3,17,no_tobacco_alcohol,9.304345132646567,12.5,-3.72476755418699,6.69536157885071,0,0,1,6.6915156099862845,0,5.42459759242867,6,0,1,0,0,1,0,0,0,1
2023-01-03,3,18,drink_water_8,3.069844241767996,22.5,-19.952532527539418,4.971238789633419,0,0,0,7.308748293748731,0,2.3130290464661556,0,0,0,0,0,0,0,0,0,0
2023-01-03,3,19,walk_30,5.250017327730877,19.0,-11.921903183464542,6.683474185904182,19,0,0,5.63523364362898,0,6.202914193032438,6,0,0,0,0,0,0,1,0,0
2023-01-03,3,20,digital_detox_30,8.585768950449078,14.0,-7.440340148270901,6.8898533130701125,9,197,0,5.927981474889305,0,4.355240821771952,18,0,1,0,0,0,0,1,0,1
2023-01-03,3,21,eat_veg_400,5.131483002578335,19.0,-10.713475374580929,6.3130646559411225,31,282,0,6.367719995462157,0,4.025823601571792,4,0,0,1,0,0,0,0,0,0
2023-01-03,3,22,no_tobacco_alcohol,3.7299232887243075,21.5,-21.159451374251255,5.839841608952816,0,23,0,8.163358587351771,0,3.228064913804547,15,0,0,0,0,0,0,0,0,1
2023-01-03,3,23,meditate_10,8.719502002530842,14.0,-5.168607695853571,7.096590323830419,0,0,0,3.911894321073331,0,3.9332061643557488,43,0,1,0,0,0,0,1,0,1
2023-01-03,3,24,eat_veg_400,6.094563734893049,18.0,-9.869662116266088,6.3289959447664055,0,274,0,4.9400545043182404,0,4.222190655765669,8,0,0,0,0,0,0,1,0,1
2023-01-04,4,0,sleep_early,3.1977986001750756,22.5,-21.314175580084733,5.146424951424892,0,0,0,4.955108352702961,0,5.001499940886094,0,0,0,0,0,0,0,0,0,0
2023-01-04,4,1,meditate_10,3.135284794584911,22.5,-14.458493277985689,5.399681785018213,20,0,0,5.666480224130722,0,5.223243109977454,0,0,0,0,0,0,0,0,0,0
2023-01-04,4,2,digital_detox_30,3.0351158549108357,22.5,-17.06291512682165,6.423802957833283,0,0,0,7.192057307046658,0,5.766111053024673,4,0,0,0,0,0,0,0,0,0
2023-01-04,4,3,no_tobacco_alcohol,5.405452116506187,19.0,-12.391132937966981,6.851289138640486,0,0,0,4.206001519334475,0,3.8644611003287674,0,0,0,0,0,0,0,1,0,0
2023-01-04,4,4,drink_water_8,7.8371040192468975,15.0,-9.1113142987371,7.607068135902437,0,202,0,4.043112031068466,1,6.321544045908125,0,0,1,0,0,0,0,1,0,0
2023-01-04,4,5,social_15,7.894900683611721,15.0,-7.974267135368411,7.125101402796311,0,0,0,4.976030102764385,4,4.879321050382276,0,0,1,0,0,0,0,1,0,0
2023-01-04,4,6,walk_30,3.709263199362539,21.5,-17.012430120614116,4.841325518369059,0,128,0,6.519668157336627,0,4.817470149497117,12,0,0,0,0,0,0,0,0,1
2023-01-04,4,7,eat_veg_400,3.049530697694358,22.5,-14.036236329929615,6.371844035708195,0,197,0,6.807030921805314,0,6.359487303267948,0,0,0,0,0,0,0,0,0,0
2023-01-04,4,8,drink_water_8,5.378711919460799,19.0,-14.53067047050179,6.014117275845405,0,0,0,4.92670705627091,0,4.96994377814295,7,0,0,0,0,0,0,1,0,0
2023-01-04,4,9,social_15,3.859124511949018,21.5,-16.11331534422855,4.561326545634071,0,0,0,6.4838253852148044,0,6.711993574769103,21,0,0,0,0,0,0,0,0,1
2023-01-04,4,10,sleep_early,8.239093961870292,14.0,-4.442693624855366,6.678131201897452,0,0,0,3.6393746643639595,0,3.8114840842802966,4,0,1,0,0,0,0,1,0,1
2023-01-04,4,11,meditate_10,5.683666079878774,18.0,-13.775738827968613,9.846923480204909,19,0,0,7.405567964226384,0,1.8860404257158354,2,0,0,0,0,0,0,1,1,0
2023-01-04,4,12,digital_detox_30,5.523106716846639,19.0,-16.61949454645068,6.682431423224587,2,0,0,3.3103969312277175,0,2.4313711331341876,0,0,0,0,0,0,0,1,0,0
2023-01-04,4,13,sleep_early,5.322562212210564,19.0,-13.484358673842388,5.098509205265454,0,0,0,4.758346804715535,0,6.21612192507913,0,0,0,0,0,0,0,1,0,0
2023-01-04,4,14,no_tobacco_alcohol,2.4860041608339127,22.5,-15.323405437045608,5.1670773958377545,0,0,0,5.786611195339236,0,4.202936228571773,0,0,0,0,0,0,0,0,0,0
2023-01-04,4,15,sleep_early,5.708403740603494,17.5,-13.265929212551837,9.596640715115916,0,0,1,5.850344566409061,0,2.166854401427433,3,0,0,0,0,1,0,0,0,0
2023-01-04,4,16,drink_water_8,2.9651483812562116,22.5,-17.437278306002224,6.019412358727647,0,0,0,7.483184482268871,0,4.487569761607355,0,0,0,0,0,0,0,0,0,0
2023-01-04,4,17,walk_30,10.52840383899591,10.0,0.27914910485445493,7.717306235146114,26,0,1,6.300105439607157,0,5.344747816529369,11,0,1,1,0,1,0,0,0,0
2023-01-04,4,18,walk_30,2.814221558927113,22.5,-14.40361211554781,4.89006041856081,0,0,0,7.916479762802786,0,2.370852574930523,0,0,0,0,0,0,0,0,0,0
2023-01-04,4,19,eat_veg_400,3.1112458318082847,22.5,-18.025264663705247,6.830045393757625,11,0,0,6.602442075160023,0,6.886099068443165,2,0,0,0,0,0,0,0,0,0
2023-01-04,4,20,meditate_10,3.8663028556651478,21.5,-23.41816677499138,6.3916729048854855,0,132,0,5.561794119797974,0,4.810340500308735,19,0,0,0,0,0,0,0,0,1
2023-01-04,4,21,no_tobacco_alcohol,8.091312529057081,14.0,-5.8473314011222035,6.331911273180819,23,212,1,7.249242675938141,0,3.549763279631361,4,0,0,1,0,1,0,0,0,0
2023-01-04,4,22,social_15,3.641024095230201,21.5,-19.343287860494197,5.2670539269176135,0,1,0,7.369224498701866,0,2.999022941532971,15,0,0,0,0,0,0,0,0,1
2023-01-04,4,23,no_tobacco_alcohol,11.823975241229563,9.0,2.580975716215953,6.461826144344312,0,0,1,3.4768738911195265,0,4.484194073631846,41,0,1,0,0,1,0,1,0,1
2023-01-04,4,24,digital_detox_30,5.295889836035508,19.0,-15.779480855720745,5.805770468010975,0,219,0,4.859338920189299,0,3.5492566483842447,5,0,0,0,0,0,0,1,0,0
2023-01-05,5,0,sleep_early,5.298313234395754,19.0,-10.788724042610841,6.665635521913782,0,0,0,4.8814850678469215,0,5.108767723757164,0,0,0,0,0,0,0,1,0,0
2023-01-05,5,1,drink_water_8,3.1967009156569786,22.5,-18.90569954497145,4.248342451041571,12,0,0,5.413678160297918,0,5.556774962700478,0,0,0,0,0,0,0,0,0,0
2023-01-05,5,2,no_tobacco_alcohol,3.0170057828851755,22.5,-19.41423760558549,6.131777816381803,0,0,0,6.20247172083816,0,6.54582639804142,0,0,0,0,0,0,0,0,0,0
2023-01-05,5,3,social_15,5.372848937938061,19.0,-9.831712535726345,6.853833792654398,0,0,0,2.9877275670221497,0,3.8497692975020827,0,0,0,0,0,0,0,1,0,0
2023-01-05,5,4,no_tobacco_alcohol,10.975770805640526,10.0,0.871122088332262,7.057071153708533,0,70,1,3.3228822653041385,0,6.925807233982711,6,0,1,0,0,1,0,1,0,0
2023-01-05,5,5,no_tobacco_alcohol,7.808977839514612,15.0,-7.334451354187519,6.979655823104423,0,0,0,5.1478447289404885,2,5.504563796218989,0,0,1,0,0,0,0,1,0,0
2023-01-05,5,6,no_tobacco_alcohol,6.055809915753431,17.5,-12.097127077097321,4.456468853757007,0,50,1,6.28338103443053,0,4.754132466306255,21,0,0,0,0,1,0,0,0,0
2023-01-05,5,7,no_tobacco_alcohol,5.296514585736892,17.5,-11.187432630227285,6.167844729523827,0,109,1,7.085530059908449,0,6.7529064965404935,6,0,0,0,0,1,0,0,0,0
2023-01-05,5,8,no_tobacco_alcohol,8.286510491180428,14.0,-7.100617031767575,5.428159931961885,0,0,1,4.018533934793043,0,5.782582887867836,11,0,0,0,0,1,0,1,0,0
2023-01-05,5,9,no_tobacco_alcohol,6.822535214464219,16.5,-6.236354868918019,4.296361987264835,0,0,1,6.854395367277876,0,7.125344335902364,35,0,0,0,0,1,0,0,0,1
2023-01-05,5,10,no_tobacco_alcohol,5.4108287717400385,19.0,-15.455302165841918,5.8867685736914535,0,0,0,3.132947475398348,0,4.788753368402943,7,0,0,0,0,0,0,1,0,0
2023-01-05,5,11,no_tobacco_alcohol,6.5166453453165145,16.5,-8.907792162988416,9.550157002985236,11,0,1,7.262048260463182,0,2.2494157666425276,4,0,0,0,0,1,0,0,1,0
2023-01-05,5,12,no_tobacco_alcohol,5.543438817913377,19.0,-17.78385419038728,6.412769359923839,0,0,0,3.517131588275602,0,2.252116439386864,0,0,0,0,0,0,0,1,0,0
2023-01-05,5,13,no_tobacco_alcohol,8.334151634087096,14.0,-4.301760483866982,5.501946672921945,0,0,1,3.6885456129361573,0,6.234860818226788,0,0,0,0,0,1,0,1,0,0
2023-01-05,5,14,no_tobacco_alcohol,2.412634957402801,22.5,-16.307879506670737,5.306958094458614,0,0,0,5.284946503424057,0,4.108244173932095,0,0,0,0,0,0,0,0,0,0
2023-01-05,5,15,walk_30,6.1880192286422036,17.5,-12.033829846774418,9.555554160439657,18,0,1,5.965675648686016,0,2.127574263342223,6,0,0,0,0,1,0,0,0,0
2023-01-05,5,16,walk_30,2.859815101557947,22.5,-16.828404768036677,6.262657595613221,0,0,0,7.964812645544321,0,4.184880524875466,0,0,0,0,0,0,0,0,0,0
2023-01-05,5,17,walk_30,10.544359829012405,10.0,0.7360896820811789,8.594905083579306,34,0,1,7.892693395649959,0,5.09120873653189,13,0,1,1,0,1,0,0,0,0
2023-01-05,5,18,no_tobacco_alcohol,2.8415014699052277,22.5,-17.12346221761516,4.975733466708502,0,0,0,8.010258549958973,0,2.3626985300338097,0,0,0,0,0,0,0,0,0,0
2023-01-05,5,19,no_tobacco_alcohol,2.375788867037449,22.5,-22.838365520131227,6.633220478506422,4,0,0,6.127910335335691,0,7.300830722397505,0,0,0,0,0,0,0,0,0,0
2023-01-05,5,20,no_tobacco_alcohol,7.016927185863513,16.5,-9.116129741891159,6.193218679459892,0,78,1,5.497218411346053,0,5.437344356997548,12,0,0,0,0,1,0,0,0,1
2023-01-05,5,21,eat_veg_400,7.883720049284069,14.5,-8.36809970867821,6.717999234202155,11,536,1,8.540385134055583,0,4.01576987957939,7,0,0,0,1,1,0,0,0,0
2023-01-05,5,22,no_tobacco_alcohol,2.838595807803293,22.5,-20.519247714290998,5.189717636061423,0,0,0,7.620030640916067,0,3.245748659098279,7,0,0,0,0,0,0,0,0,0
2023-01-05,5,23,no_tobacco_alcohol,9.29200639907804,13.0,-3.958486928622323,6.911641896506343,0,0,1,3.403270467815658,0,4.842941518713788,41,0,0,0,0,1,0,1,0,1
2023-01-05,5,24,no_tobacco_alcohol,7.581836087644893,14.0,-7.163734389294817,4.961561792925172,0,121,1,4.837146331007128,0,3.60083092168808,0,0,0,0,0,1,0,1,0,0
2023-01-06,6,0,no_tobacco_alcohol,3.216145735968741,22.5,-16.017636131154823,6.544050631937016,0,6,0,4.912384511658652,0,5.412517810345623,0,0,0,0,0,0,0,0,0,0
2023-01-06,6,1,no_tobacco_alcohol,2.4957193461635225,22.5,-18.862770823540135,4.1212129591231665,1,0,0,5.342219991348101,0,5.239581194710653,1,0,0,0,0,0,0,0,0,0
2023-01-06,6,2,no_tobacco_alcohol,3.0553233038542054,22.5,-21.038709325444458,5.6088179046389515,0,0,0,6.688326753887642,0,6.458183931457148,1,0,0,0,0,0,0,0,0,0
2023-01-06,6,3,no_tobacco_alcohol,5.545536854292001,19.0,-17.35077521131494,6.319811864007851,0,0,0,3.136535293573317,0,4.045282035823982,0,0,0,0,0,0,0,1,0,0
2023-01-06,6,4,walk_30,13.055749039546916,6.5,5.9976240749207514,7.790718196573964,25,6,1,3.0827883228864676,0,7.724631862566442,7,0,1,1,0,1,0,1,0,0
2023-01-06,6,5,walk_30,3.135329196955852,22.5,-21.243308586050507,5.696447313962605,0,0,0,6.522667183114537,0,6.207587607201144,0,0,0,0,0,0,0,0,0,0
2023-01-06,6,6,meditate_10,6.886608805349066,16.5,-9.586889802613326,4.29410247784836,0,54,1,5.997785302226746,0,5.010374739931222,14,0,0,0,0,1,0,0,0,1
2023-01-06,6,7,drink_water_8,5.937170491013733,17.5,-14.787280207870879,6.207020116952531,0,22,1,8.17576587906066,2,6.820593921065345,6,0,0,0,0,1,0,0,0,0
2023-01-06,6,8,digital_detox_30,8.352709857755087,14.0,-6.347850249366409,5.767359928199137,0,0,1,4.795992128900714,0,4.956026351571189,4,0,0,0,0,1,0,1,0,0
2023-01-06,6,9,social_15,6.757857072565472,16.5,-10.908182013305549,3.5777595624154053,0,0,1,7.531602852618759,0,6.6455377457214295,33,0,0,0,0,1,0,0,0,1
2023-01-06,6,10,eat_veg_400,5.450439274092863,19.0,-13.899375114682403,5.250981640845562,0,0,0,5.043169844479487,0,4.710006169114264,9,0,0,0,0,0,0,1,0,0
2023-01-06,6,11,no_tobacco_alcohol,5.9779182312690935,17.5,-9.276367484993704,9.932013855398472,0,0,1,6.674726659161941,0,2.5996921781089535,5,0,0,0,0,1,0,0,0,0
2023-01-06,6,12,meditate_10,5.486757984479567,19.0,-14.05091485665582,6.3407950352059395,0,0,0,3.7163036446788507,0,2.376016423936271,0,0,0,0,0,0,0,1,0,0
2023-01-06,6,13,digital_detox_30,8.456527914567193,14.0,-4.134599517351928,5.635817086126393,0,0,1,3.688648585646442,0,5.784616366003069,0,0,0,0,0,1,0,1,0,0
2023-01-06,6,14,digital_detox_30,3.21209963632036,22.5,-19.365439282925873,5.083482946108859,0,9,0,5.201913979183117,0,4.1954903584031715,2,0,0,0,0,0,0,0,0,0
2023-01-06,6,15,sleep_early,5.595240618716963,17.5,-10.371763458011928,9.291197471123374,8,0,1,6.297290676790788,0,2.11115915789949,2,0,0,0,0,1,0,0,0,0
2023-01-06,6,16,sleep_early,4.820428457208127,18.5,-15.072736179422021,7.915854676233047,0,0,0,8.528050292094743,0,3.6995797501881906,5,0,1,0,0,0,0,0,0,0
2023-01-06,6,17,sleep_early,9.938741450012627,10.0,-0.05176088038266994,8.092880007655209,27,0,1,8.225348579684516,0,5.56140568370975,1,0,1,1,0,1,0,0,0,0
2023-01-06,6,18,sleep_early,2.277576840783713,22.5,-17.34798937986591,5.409714746300626,0,0,0,8.222045368396191,0,2.058372157954184,0,0,0,0,0,0,0,0,0,0
2023-01-06,6,19,sleep_early,5.668737344086837,18.5,-16.211501780186165,8.23937441369337,0,0,0,6.164269726538356,0,7.194784621189494,0,0,1,0,0,0,0,0,0,0
2023-01-06,6,20,eat_veg_400,6.195608529332611,17.5,-9.661182269335178,6.1177142043270365,0,0,0,5.357504887098613,0,6.02688508283352,5,0,0,0,0,1,0,0,0,0
2023-01-06,6,21,sleep_early,9.804773012853964,10.5,-0.5125326827023637,7.349448938450169,0,519,1,8.725811730145661,0,3.660636727167506,0,0,1,0,1,1,0,0,0,0
2023-01-06,6,22,sleep_early,2.413218889809492,22.5,-20.861653234782892,6.230179166212828,0,0,0,8.230531876752357,0,2.7653408128131085,5,0,0,0,0,0,0,0,0,0
2023-01-06,6,23,meditate_10,11.84970758342373,9.0,2.0383329430822434,6.769865660798448,0,0,1,3.528447172035645,0,4.954606315328833,38,0,1,0,0,1,0,1,0,1
