day,user_id,agent,action,reward,penalty,reward_eff,observed_signal,comp_sleep,comp_activity,comp_diet,comp_habit,comp_water,dropped_out
3,12,Q,eat_veg_400,2.9071415193008017,17.0,-14.0928584806992,-10.984469327928554,0,0,0,0,0,0
3,13,Q,meditate_10,6.66840273076356,12.0,-5.33159726923644,-5.2695504958756985,0,0,0,1,0,0
3,14,Q,sleep_early,9.021609880988102,8.0,1.0216098809881018,1.1212304687906478,1,0,0,1,0,0
3,15,Q,drink_water_8,3.520496777773868,17.0,-13.479503222226132,-12.54573157859339,0,0,0,0,0,0
3,16,Q,meditate_10,3.3237361047277423,17.0,-13.676263895272257,-13.19572639504861,0,0,0,0,0,0
3,17,Q,walk_30,5.631846403116029,13.0,-7.368153596883971,-6.477729513506652,1,0,0,0,0,0
3,18,Q,sleep_early,3.2899330734502152,17.0,-13.710066926549786,-13.837494472974674,0,0,0,0,0,0
3,19,Q,sleep_early,8.755646608913725,8.0,0.7556466089137253,0.8042732052032746,1,0,0,1,0,0
3,20,Q,sleep_early,5.562110193642196,13.0,-7.437889806357804,-7.642333495337285,1,0,0,0,0,0
3,21,Q,no_tobacco_alcohol,6.167802178415359,12.0,-5.832197821584641,-5.137230536196697,0,0,0,1,0,0
3,22,Q,drink_water_8,6.2327291424643985,12.0,-5.7672708575356015,-6.696779447653553,0,0,0,1,0,0
3,23,Q,no_tobacco_alcohol,3.2800011296078537,17.0,-13.719998870392146,-13.455646595764176,0,0,0,0,0,0
3,24,Q,eat_veg_400,5.561965124193073,13.0,-7.438034875806927,-7.225099513569635,1,0,0,0,0,0
4,0,Q,walk_30,7.617515177723728,9.5,-1.8824848222762718,-1.9894098526995734,1,0,0,0,0,0
4,1,Q,drink_water_8,5.556260559207048,13.0,-7.443739440792952,-9.418365504886097,1,0,0,0,0,0
4,2,Q,no_tobacco_alcohol,5.373106142866192,13.5,-8.126893857133808,-6.347470557214244,0,0,0,0,0,0
4,3,Q,no_tobacco_alcohol,2.3789938473125583,17.0,-14.621006152687443,-13.207935984738974,0,0,0,0,0,0
4,4,Q,walk_30,5.6365843421444355,13.5,-7.8634156578555645,-9.224226513325862,0,0,0,0,0,0
4,5,Q,sleep_early,3.386109119661825,17.0,-13.613890880338175,-12.451892188239404,0,0,0,0,0,0
4,6,Q,meditate_10,5.572922806082348,13.0,-7.427077193917652,-8.137243015998656,1,0,0,0,0,0
4,7,Q,eat_veg_400,3.316999030713303,17.0,-13.683000969286697,-16.795197394378423,0,0,0,0,0,0
4,8,Q,walk_30,5.223416383267047,13.5,-8.276583616732953,-7.566328335059934,1,0,0,0,0,0
4,9,Q,walk_30,3.270099930324885,17.0,-13.729900069675114,-11.504985811782998,0,0,0,0,0,0
4,10,Q,walk_30,7.661607623011248,9.5,-1.838392376988752,-1.7835179127624714,1,0,0,0,0,0
4,11,Q,sleep_early,6.067372306082368,12.0,-5.932627693917632,-5.265202010757372,0,0,0,1,0,0
4,12,Q,drink_water_8,2.9670175505920553,17.0,-14.032982449407944,-13.230482516184896,0,0,0,0,0,0
4,13,Q,walk_30,8.76057977406672,8.5,0.26057977406671995,0.35232277423362646,0,0,0,1,0,0
4,14,Q,sleep_early,8.91498739520135,8.0,0.9149873952013508,0.811177615401647,1,0,0,1,0,0
4,15,Q,meditate_10,3.3962746001660036,17.0,-13.603725399833996,-13.075450198853867,0,0,0,0,0,0
4,16,Q,sleep_early,3.2326970017975554,17.0,-13.767302998202444,-13.856679478216435,0,0,0,0,0,0
4,17,Q,eat_veg_400,5.622096937846294,13.0,-7.377903062153706,-6.42098210279555,1,0,0,0,0,0
4,18,Q,no_tobacco_alcohol,6.232818192586857,12.0,-5.767181807413143,-5.253819976792147,0,0,0,1,0,0
4,19,Q,sleep_early,6.4059593987647965,12.0,-5.5940406012352035,-5.658132379178135,0,0,0,1,0,0
4,20,Q,walk_30,7.839496876566061,9.5,-1.660503123433939,-1.6699381604997616,1,1,0,0,0,0
4,21,Q,no_tobacco_alcohol,3.0574992134199057,17.0,-13.942500786580094,-14.177311744625435,0,0,0,0,0,0
4,22,Q,walk_30,8.254834583941374,8.5,-0.24516541605862585,-0.3398086905205505,0,1,0,1,0,0
4,23,Q,no_tobacco_alcohol,3.268383924199427,17.0,-13.731616075800574,-13.192518791906155,0,0,0,0,0,0
4,24,Q,walk_30,7.655279173281967,9.5,-1.8447208267180333,-1.687193846058358,1,1,0,0,0,0
5,0,Q,meditate_10,5.0949860329057985,13.5,-8.405013967094202,-9.840059928287513,0,0,0,0,0,0
5,1,Q,walk_30,5.459627887525976,13.0,-7.540372112474024,-6.309140701974961,1,0,0,0,0,0
5,2,Q,walk_30,5.3428683266922725,13.5,-8.157131673307727,-6.652727651324308,0,1,0,0,0,0
5,3,Q,walk_30,3.1047275548325253,17.0,-13.895272445167475,-12.03713521674065,0,0,0,0,0,0
5,4,Q,walk_30,3.688972325827648,17.0,-13.311027674172351,-15.257347926407693,0,0,0,0,0,0
5,5,Q,eat_veg_400,3.2405126721677253,17.0,-13.759487327832275,-11.184305107538414,0,0,0,0,0,0
5,6,Q,walk_30,5.856442196367358,13.0,-7.143557803632642,-9.06054481707695,1,0,0,0,0,0
5,7,Q,no_tobacco_alcohol,3.2921645439806104,17.0,-13.707835456019389,-13.58476727409716,0,0,0,0,0,0
5,8,Q,drink_water_8,3.056452935734654,17.0,-13.943547064265346,-13.202753348294262,0,0,0,0,0,0
5,9,Q,meditate_10,3.1948768785743575,17.0,-13.805123121425643,-16.351926296149628,0,0,0,0,0,0
5,10,Q,walk_30,7.63789389849064,9.5,-1.8621061015093598,-1.9928741361882574,1,1,0,0,0,0
5,11,Q,walk_30,8.495700481998261,8.0,0.4957004819982611,0.24904431581269024,0,0,0,1,0,0
5,12,Q,sleep_early,2.554609172397443,17.0,-14.445390827602557,-17.660889451700292,0,0,0,0,0,0
5,13,Q,walk_30,8.819857735175207,8.5,0.31985773517520677,0.5087552221594644,0,1,0,1,0,0
5,14,Q,eat_veg_400,8.718734391553273,8.0,0.7187343915532729,0.5349041832210376,1,0,0,1,0,0
5,15,Q,walk_30,3.675190977393517,17.0,-13.324809022606484,-12.422508720187544,0,0,0,0,0,0
5,16,Q,eat_veg_400,3.2483730305878913,17.0,-13.751626969412108,-13.59480113299833,0,0,0,0,0,0
5,17,Q,walk_30,5.6229315745000275,13.0,-7.3770684254999725,-6.87762516385812,1,0,0,0,0,0
5,18,Q,walk_30,6.154314628819242,12.0,-5.845685371180758,-5.999013287029145,0,0,0,1,0,0
5,19,Q,eat_veg_400,8.844882173795998,8.0,0.8448821737959982,1.041734586698492,1,0,0,0,0,0
5,20,Q,walk_30,7.8571230014569,9.5,-1.6428769985431,-1.159172045728453,0,0,0,0,0,0
5,21,Q,no_tobacco_alcohol,6.067283301269443,12.0,-5.932716698730557,-5.7847103888639015,0,0,0,1,0,0
5,22,Q,no_tobacco_alcohol,5.453609185787744,12.0,-6.546390814212256,-6.696907080881423,0,0,0,1,0,0
5,23,Q,no_tobacco_alcohol,6.3695017901196795,12.0,-5.6304982098803205,-5.808037904261875,0,0,0,1,0,0
5,24,Q,no_tobacco_alcohol,5.8425514505355824,12.0,-6.1574485494644176,-7.267312240764424,0,0,0,1,0,0
6,0,Q,drink_water_8,4.988980098900189,13.5,-8.51101990109981,-6.224906067006602,0,1,0,0,0,0
6,1,Q,no_tobacco_alcohol,5.504521762873111,13.0,-7.495478237126889,-7.1372506232366595,1,0,0,0,0,0
6,2,Q,no_tobacco_alcohol,6.371546427093472,12.0,-5.628453572906528,-5.647755174817555,0,0,0,1,0,0
6,3,Q,no_tobacco_alcohol,2.2792313669744764,17.0,-14.720768633025523,-15.739593195778186,0,0,0,0,0,0
6,4,Q,no_tobacco_alcohol,6.6527810504456575,12.0,-5.3472189495543425,-6.159081924130059,0,0,0,1,0,0
6,5,Q,no_tobacco_alcohol,6.299238096128729,12.0,-5.700761903871271,-6.316632128374023,1,0,0,1,0,0
6,6,Q,drink_water_8,5.8183085971828605,13.0,-7.1816914028171395,-6.3800143606083335,0,0,0,0,0,0
6,7,Q,no_tobacco_alcohol,3.312239714452638,17.0,-13.687760285547363,-17.378134171846412,0,0,0,0,0,0
6,8,Q,no_tobacco_alcohol,2.2029503997838207,17.0,-14.79704960021618,-15.927382161303463,0,0,0,0,0,0
6,9,Q,no_tobacco_alcohol,5.993918494148177,12.0,-6.006081505851823,-6.888282974143185,0,0,0,1,0,0
6,10,Q,sleep_early,4.751041822884792,13.5,-8.748958177115208,-10.415705118721844,0,0,0,0,0,0
6,11,Q,meditate_10,8.624761196823926,8.0,0.6247611968239255,0.4891171208337238,1,0,0,1,0,0
6,12,Q,no_tobacco_alcohol,2.038678925319394,17.0,-14.961321074680606,-15.749142928592963,0,0,0,0,0,0
6,13,Q,no_tobacco_alcohol,8.875493495389241,8.5,0.37549349538924126,0.2804251985225712,0,0,0,1,0,0
6,14,Q,no_tobacco_alcohol,8.725544568044224,8.0,0.7255445680442243,0.8139218905997633,0,0,0,1,0,0
6,15,Q,meditate_10,5.611133516147705,13.5,-7.888866483852295,-9.580160821379973,0,0,0,0,0,0
6,16,Q,no_tobacco_alcohol,5.1433389372813805,14.0,-8.856661062718619,-9.301509975534156,0,0,0,0,0,0
6,17,Q,meditate_10,5.77688371657218,13.0,-7.22311628342782,-6.847196097908433,1,0,0,0,0,0
6,18,Q,meditate_10,6.254212408240177,12.0,-5.745787591759823,-3.7440420601004782,0,0,0,1,0,0
6,19,Q,sleep_early,8.761014365288833,8.0,0.7610143652888333,0.6263697306537281,1,0,0,1,0,0
6,20,Q,no_tobacco_alcohol,6.3935302036287265,12.0,-5.6064697963712735,-7.071241979643334,0,0,0,1,0,0
6,21,Q,meditate_10,2.9852443865998177,17.0,-14.014755613400183,-16.679917648038767,0,0,0,0,0,0
6,22,Q,no_tobacco_alcohol,5.237810590901861,12.0,-6.762189409098139,-7.0093703114713755,0,0,0,1,0,0
6,23,Q,no_tobacco_alcohol,3.271664110603397,17.0,-13.728335889396604,-14.60053398847163,0,0,0,0,0,0
6,24,Q,sleep_early,7.839787266213805,8.0,-0.16021273378619494,-0.03798892681797823,0,0,0,1,0,0
7,0,Q,no_tobacco_alcohol,5.291362562014527,12.0,-6.708637437985473,-7.506560725071021,0,0,0,1,0,0
7,1,Q,eat_veg_400,5.601505282589699,13.0,-7.398494717410301,-6.518548786668733,1,0,0,0,0,0
7,2,Q,no_tobacco_alcohol,6.527502839205514,12.0,-5.472497160794486,-4.249150334534324,0,0,0,1,0,0
7,3,Q,no_tobacco_alcohol,2.485981040229544,17.0,-14.514018959770457,-14.243338709270963,0,0,0,0,0,0
7,4,Q,no_tobacco_alcohol,6.549353951188128,12.0,-5.450646048811872,-4.217948896708028,0,0,0,1,0,0
7,5,Q,no_tobacco_alcohol,5.91151808903691,13.0,-7.08848191096309,-7.450015531243665,1,0,0,0,0,0
7,6,Q,meditate_10,5.707653523990677,13.0,-7.292346476009323,-8.266114658305513,0,0,0,0,0,0
7,7,Q,walk_30,3.1780549236318376,17.0,-13.821945076368163,-10.940586787505637,0,0,0,0,0,1
7,8,Q,eat_veg_400,2.8458957883644844,17.0,-14.154104211635516,-12.122204357417303,0,0,0,0,0,1
7,9,Q,drink_water_8,5.883072385025095,12.0,-6.116927614974905,-5.96828703663636,0,0,0,1,0,0
7,10,Q,drink_water_8,3.031472644266576,17.0,-13.968527355733425,-12.181935573945976,0,0,0,0,0,1
7,11,Q,no_tobacco_alcohol,6.0477367852438935,12.0,-5.9522632147561065,-4.794572926803504,0,0,0,1,0,0
7,12,Q,walk_30,5.785482365331888,12.0,-6.214517634668112,-6.548735904723515,0,0,0,1,0,0
7,13,Q,meditate_10,6.826671387771058,12.0,-5.173328612228942,-5.644099400632813,0,0,0,1,0,0
7,14,Q,meditate_10,8.687136629574079,8.0,0.6871366295740788,0.5305484825367313,1,0,0,1,0,0
7,15,Q,no_tobacco_alcohol,3.552528152040114,17.0,-13.447471847959886,-13.364606783449275,0,0,0,0,0,0
7,16,Q,sleep_early,8.76633024710362,8.0,0.7663302471036193,0.7005564939160032,0,0,0,1,0,0
7,17,Q,drink_water_8,5.461867844179006,13.0,-7.538132155820994,-6.019827623779083,1,0,0,0,0,0
7,18,Q,sleep_early,6.320620484774757,12.0,-5.679379515225243,-5.7790323985940155,0,0,0,1,0,0
7,19,Q,eat_veg_400,5.9133359080897545,13.0,-7.0866640919102455,-6.315972147729198,1,0,0,0,0,1
7,20,Q,no_tobacco_alcohol,6.4381213753170705,12.0,-5.5618786246829295,-5.483507572514412,0,0,0,1,0,0
7,21,Q,no_tobacco_alcohol,5.833023463286405,12.0,-6.166976536713595,-6.031636709888019,0,0,0,0,0,0
7,22,Q,drink_water_8,5.977465223656809,12.0,-6.022534776343191,-4.4989388745941925,0,0,0,1,0,0
7,23,Q,sleep_early,3.3130485787212565,17.0,-13.686951421278744,-12.072647567933315,0,0,0,0,0,1
7,24,Q,meditate_10,8.421122539359585,8.0,0.421122539359585,0.48237423397118795,1,0,0,1,0,0
8,0,Q,no_tobacco_alcohol,5.277030182586182,12.0,-6.722969817413818,-7.371997964068398,0,0,0,1,0,0
8,1,Q,meditate_10,5.501524899089543,13.0,-7.498475100910457,-7.7647612930284176,1,0,0,0,0,0
8,2,Q,no_tobacco_alcohol,3.536817161889424,17.0,-13.463182838110576,-13.315668458654116,0,0,0,0,0,0
8,3,Q,no_tobacco_alcohol,2.338112488693567,17.0,-14.661887511306432,-13.07271892879431,0,0,0,0,0,0
8,4,Q,no_tobacco_alcohol,6.406301691425523,12.0,-5.593698308574477,-5.5084108411804165,0,0,0,1,0,0
8,5,Q,meditate_10,8.953471142210391,8.0,0.9534711422103914,0.8790864187659951,0,0,0,1,0,0
8,6,Q,no_tobacco_alcohol,3.0622604900644745,17.0,-13.937739509935525,-13.891980605204125,0,0,0,0,0,0
8,7,Q,drink_water_8,3.136886946061134,17.0,-13.863113053938866,-17.007236506794886,0,0,0,0,0,1
8,8,Q,sleep_early,4.064547330864446,14.0,-9.935452669135554,-10.043773077284099,0,0,0,0,0,1
8,9,Q,meditate_10,5.827750867898475,12.0,-6.172249132101525,-4.756948037744429,0,0,0,1,0,0
8,10,Q,meditate_10,3.1065877372579296,17.0,-13.893412262742071,-14.178983186919838,0,0,0,0,0,1
8,11,Q,meditate_10,5.902641701471362,12.0,-6.097358298528638,-5.942296004451576,0,0,0,1,0,0
8,12,Q,sleep_early,5.335426020811184,12.0,-6.664573979188816,-8.25306479287006,0,0,0,1,0,0
8,13,Q,walk_30,8.78144568097385,8.5,0.2814456809738495,0.2397231918924664,0,1,0,1,0,0
8,14,Q,no_tobacco_alcohol,8.879940065196148,8.0,0.8799400651961484,0.6515039885859882,0,0,0,1,0,0
8,15,Q,no_tobacco_alcohol,6.615686084701748,12.0,-5.384313915298252,-5.297964962764201,0,0,0,1,0,0
8,16,Q,walk_30,6.031758885707399,12.0,-5.968241114292601,-4.070197463682862,0,0,0,0,0,0
8,17,Q,no_tobacco_alcohol,5.4899251758483985,13.0,-7.5100748241516015,-8.312041462605732,1,0,0,0,0,0
8,18,Q,drink_water_8,6.412717846885854,12.0,-5.587282153114146,-6.119335949499864,0,0,0,1,0,0
8,19,Q,drink_water_8,6.050178206877059,13.0,-6.949821793122941,-7.881263580725056,1,0,0,0,0,1
8,20,Q,sleep_early,6.336804035510472,12.0,-5.663195964489528,-4.751186140769085,0,0,0,1,0,0
8,21,Q,no_tobacco_alcohol,5.925608729088214,12.0,-6.074391270911786,-5.914444429867512,0,0,0,1,0,0
8,22,Q,eat_veg_400,5.945169640581724,12.0,-6.054830359418276,-4.824305631557286,0,0,0,1,0,0
8,23,Q,sleep_early,3.255497020370715,17.0,-13.744502979629285,-14.695100241837604,0,0,0,0,0,1
8,24,Q,drink_water_8,8.099334113286535,8.0,0.09933411328653463,-0.002795275356704749,1,0,0,1,0,0
9,0,Q,drink_water_8,5.905407950162344,12.0,-6.094592049837656,-7.041121101753359,0,0,0,1,0,0
9,1,Q,no_tobacco_alcohol,5.726203932586083,13.0,-7.273796067413917,-7.093661669170952,1,0,0,0,0,0
9,2,Q,no_tobacco_alcohol,3.312056585404374,17.0,-13.687943414595626,-13.888626953775205,0,0,0,0,0,0
9,3,Q,no_tobacco_alcohol,2.1374304633462917,17.0,-14.862569536653709,-12.138594096682269,0,0,0,0,0,0
9,4,Q,no_tobacco_alcohol,6.38838446946601,12.0,-5.61161553053399,-5.0659589749776615,0,0,0,1,0,0
9,5,Q,drink_water_8,8.734600077762035,8.0,0.7346000777620354,0.6671044982844861,1,0,0,1,0,0
9,6,Q,no_tobacco_alcohol,2.9268305813170863,17.0,-14.073169418682914,-12.595817030349435,0,0,0,0,0,0
9,7,Q,eat_veg_400,3.1288702554549155,17.0,-13.871129744545085,-14.9916252907928,0,0,0,0,0,1
9,8,Q,no_tobacco_alcohol,1.897118930182864,17.0,-15.102881069817137,-16.081120647297745,0,0,0,0,0,1
9,9,Q,meditate_10,6.009091394841749,12.0,-5.990908605158251,-5.875893616761114,0,0,0,1,0,0
9,10,Q,sleep_early,2.430364656355056,17.0,-14.569635343644944,-15.193499873872305,0,0,0,0,0,1
9,11,Q,sleep_early,8.670016418818483,8.0,0.6700164188184825,0.7126177416883058,1,0,0,1,0,0
9,12,Q,sleep_early,7.822735024949228,8.0,-0.17726497505077177,0.008965807422501137,0,0,0,1,0,0
9,13,Q,sleep_early,8.715777733007247,8.5,0.215777733007247,0.16568341421916624,0,0,0,1,0,0
9,14,Q,drink_water_8,9.842440497149468,6.5,3.342440497149468,3.3799091785171185,0,0,0,1,0,0
9,15,Q,walk_30,3.4169317589859753,17.0,-13.583068241014026,-11.95525895433417,0,0,0,0,0,0
